アフターシェーブローション	after|shave|lotion	AE1_F_T_ER0|SH_EY1_V|L_OW1_SH_AH0_N
アーティザン	artisan	AA1_R_T_IH0_Z_AH0_N
アーティフィス	artifice	AA1_R_T_AH0_F_IH0_S
アーテフィス	artifice	AA1_R_T_AH0_F_IH0_S
アーティレリ	artillery	AA0_R_T_IH1_L_ER0_IY0
アーテキュレイト	articulate	AA0_R_T_IH1_K_Y_AH0_L_EY2_T
アーテキュレット	articulate	AA0_R_T_IH1_K_Y_AH0_L_EY2_T
アーテラリ	artillery	AA0_R_T_IH1_L_ER0_IY0
アーテリー	artery	AA1_R_T_ER0_IY0
アードバーク	aardvark	AA1_R_D_V_AA2_R_K
アービトラリ	arbitrary	AA1_R_B_AH0_T_R_EH2_R_IY0
アービトレリ	arbitrary	AA1_R_B_AH0_T_R_EH2_R_IY0
アービトレィジャー	arbitrager	AA1_R_B_IH0_T_R_AA2_ZH_ER0
アーフタ	after	AE1_F_T_ER0
アーフタワーズ	afterwards	AE1_F_T_ER0_W_ER0_D_Z
アーベイン	urbane	ER0_B_EY1_N
アーマメント	armament	AA1_R_M_AH0_M_AH0_N_T
アーマリー	armory	AA1_R_M_ER0_IY0
アーミスティス	armistice	AA1_R_M_AH0_S_T_AH0_S
アーミング	arming	AA1_R_M_IH0_NG
アールダム	earldom	ER1_L_D_AH0_M
アールドム	earldom	ER1_L_D_AH0_M
アーント	aunt	AE1_N_T
メソード	method	M_EH1_TH_AH0_D
リインホースメント	reinforcement	R_IY2_IH0_N_F_AO1_R_S_M_AH0_N_T
リインフォースメント	reinforcement	R_IY2_IH0_N_F_AO1_R_S_M_AH0_N_T
リンホース	reinforcement	R_IY2_IH0_N_F_AO1_R_S_M_AH0_N_T
リインバースメント	reimbursement	R_IY2_IH0_M_B_ER1_S_M_AH0_N_T
リーキー	leaky	L_IY1_K_IY0
ボトラー	bottler	B_AA1_T_L_ER0
カンジダ	candida	K_AE1_N_D_IH0_D_AH0
カンジタ	candida	K_AE1_N_D_IH0_D_AH0
ブラックスミス	blacksmith	B_L_AE1_K_S_M_IH2_TH
アウストロレビアスアドルフィー	killifish	K_IH1_L_IH0_F_IH0_SH
グラウンドホッグ	groundhog	G_R_AW1_N_D_HH_AA2_G
ヴォイス	voice	V_OY1_S
ルーチング	routing	R_AW1_T_IH0_NG
マオナガ	thresher	TH_R_EH1_SH_ER0
フィラー	filler	F_IH1_L_ER0
サンタ	santa	S_AE1_N_T_AH0
ゴーリー	goalie	G_OW1_L_IY0
マローダー	marauder	M_ER0_AO1_D_ER0
アローワンス	allowance	AH0_L_AW1_AH0_N_S
アローアンス	allowance	AH0_L_AW1_AH0_N_S
アラウアンス	allowance	AH0_L_AW1_AH0_N_S
アロウアンス	allowance	AH0_L_AW1_AH0_N_S
コエンザイム	coenzyme	K_OW0_EH1_N_Z_AY0_M
コランダー	colander	K_AA1_L_AH0_N_D_ER0
トラ	trouble	T_R_AH1_B_AH0_L
スタテル	stater	S_T_EY1_T_ER0
シェケル	shekel	SH_EH1_K_AH0_L
ホリゾンタル	horizontal	HH_AO2_R_AH0_Z_AA1_N_T_AH0_L
ボーテックス	vortex	V_AO1_R_T_EH0_K_S
ボルテックス	vortex	V_AO1_R_T_EH0_K_S
コントーション	contortion	K_AH0_N_T_AO1_R_SH_AH0_N
クレイモア	claymore	K_L_EY1_M_AO2_R
ヴルスト	wurst	W_ER1_S_T
フッ	hah	HH_AA1
フラットベッド	flatbed	F_L_AE1_T_B_EH2_D
ヤール	yard	Y_AA1_R_D
ヤールド	yard	Y_AA1_R_D
パティ	patty	P_AE1_T_IY0
サムネ	thumbnail	TH_AH1_M_N_EY2_L
コツメ	otter	AA1_T_ER0
スリング	sling	S_L_IH1_NG
エングレーバー	engraver	IH0_N_G_R_EY1_V_ER0
ハチェット	hatchet	HH_AE1_CH_AH0_T
ディテクション	detection	D_IH0_T_EH1_K_SH_AH0_N
パリー	parry	P_EH1_R_IY0
ガツ	stomach	S_T_AH1_M_AH0_K
レイクサイド	lakeside	L_EY1_K_S_AY2_D
ウェスタ	vesta	V_EH1_S_T_AH0
ノートパッド	notepad	N_OW1_T_P_AE2_D
ベテルギウス	betelgeuse	B_EH1_T_AH0_L_G_UH0_Z
リゲル	rigel	R_AY1_JH_AH0_L
ディセンシー	decency	D_IY1_S_AH0_N_S_IY0
アンシラリー	ancillary	AE1_N_S_AH0_L_EH2_R_IY0
ハーベスト	harvest	HH_AA1_R_V_AH0_S_T
ハーヴェスト	harvest	HH_AA1_R_V_AH0_S_T
グプタ	gupta	G_UH1_P_T_AH0
クリシュナ	krishna	K_R_IH1_SH_N_AH0
ヴァルハラ	valhalla	V_AE2_L_HH_AE1_L_AH0
バルハラ	valhalla	V_AE2_L_HH_AE1_L_AH0
ウラノス	uranus	Y_UW1_R_AH0_N_AH0_S
ウラヌス	uranus	Y_UW1_R_AH0_N_AH0_S
ポルティコ	portico	P_AO1_R_T_AH0_K_OW2
ポーチコ	portico	P_AO1_R_T_AH0_K_OW2
ポルチコ	portico	P_AO1_R_T_AH0_K_OW2
ポーティコ	portico	P_AO1_R_T_AH0_K_OW2
グレーズ	glaze	G_L_EY1_Z
トルテ	torte	T_AO1_R_T
アーリヤー	aliyah	AH0_L_IY1_AH0
アリーヤー	aliyah	AH0_L_IY1_AH0
アリヤー	aliyah	AH0_L_IY1_AH0
スンニ	sunni	S_UW1_N_IY0
テレストリアル	terrestrial	T_ER0_EH1_S_T_R_IY0_AH0_L
ボルボックス	volvox	V_AA1_L_V_AA0_K_S
レーガノミックス	reaganomics	R_EY2_G_AH0_N_AA1_M_IH0_K_S
レーガノミクス	reaganomics	R_EY2_G_AH0_N_AA1_M_IH0_K_S
オクシデンタル	occidental	AA2_K_S_AH0_D_EH1_N_T_AH0_L
ナッチョ	nacho	N_AE1_CH_OW2
ナチョ	nacho	N_AE1_CH_OW2
ナチョス	nachos	N_AA1_CH_OW2_Z
ブリート	burrito	B_ER0_IY1_T_OW0
ブリトー	burrito	B_ER0_IY1_T_OW0
パニーニ	panini	P_AH0_N_IY1_N_IY2
アブソーバー	absorber	AH0_B_Z_AO1_R_B_ER0
シンクロニック	synchronic	S_IH0_NG_K_R_AA1_N_IH0_K
プシュケー	psyche	S_AY1_K_IY0
プシケ	psyche	S_AY1_K_IY0
フェス	festival	F_EH1_S_T_AH0_V_AH0_L
ドープ	dope	D_OW1_P
コーク	cork	K_AO1_R_K
メタドン	methadone	M_EH1_TH_AH0_D_OW2_N
テルリド	telluride	T_EH1_L_Y_ER0_AY2_D
カラミン	calamine	K_AE1_L_AH0_M_AY2_N
マルチプレックス	multiplex	M_AH1_L_T_IY0_P_L_EH2_K_S
エコロケーション	echolocation	EH2_K_OW0_L_OW0_K_EY1_SH_AH0_N
エコーロケーション	echolocation	EH2_K_OW0_L_OW0_K_EY1_SH_AH0_N
カバーオール	coverall	K_AH1_V_ER0_AO2_L
カバーロール	coverall	K_AH1_V_ER0_AO2_L
カバート	covert	K_OW1_V_ER0_T
ポライトネス	politeness	P_AH0_L_AY1_T_N_AH0_S
ホールター	halter	HH_AO1_L_T_ER0
シェール	shale	SH_EY1_L
ロム	rom	R_AA1_M
コンセ	concessionary	K_AH0_N_S_EH1_SH_AH0_N_EH2_R_IY0
コンセッショナリー	concessionary	K_AH0_N_S_EH1_SH_AH0_N_EH2_R_IY0
コンセショナリー	concessionary	K_AH0_N_S_EH1_SH_AH0_N_EH2_R_IY0
コンセッション	concession	K_AH0_N_S_EH1_SH_AH0_N
アビエーション	aviation	EY2_V_IY0_EY1_SH_AH0_N
モデレーション	moderation	M_AA2_D_ER0_EY1_SH_AH0_N
シュラウド	shroud	SH_R_AW1_D
クロスボウ	crossbow	K_R_AO1_S_B_OW2
クロスボー	crossbow	K_R_AO1_S_B_OW2
パ	pas	P_AA1_Z
スピリチュアリティ	spirituality	S_P_IH2_R_IH0_CH_UW2_AE1_L_AH0_T_IY2
スピリチャリティー	spirituality	S_P_IH2_R_IH0_CH_UW2_AE1_L_AH0_T_IY2
ヴィルトゥオーソ	virtuoso	V_ER0_CH_UW0_OW1_S_OW0
ビルトゥオーソ	virtuoso	V_ER0_CH_UW0_OW1_S_OW0
バーチュオーソ	virtuoso	V_ER0_CH_UW0_OW1_S_OW0
オーストララシア	australasia	AO2_S_T_R_AH0_L_EY1_ZH_AH0
オントロジー	ontology	AA0_N_T_AA1_L_AH0_JH_IY0
ギャングスター	gangster	G_AE1_NG_S_T_ER0
グラーヴェ	grave	G_R_EY1_V
グラーベ	grave	G_R_EY1_V
シュードモナス	pseudomonas	S_UW2_D_AH0_M_OW1_N_AH0_Z
ダイナー	diner	D_AY1_N_ER0
トロッター	trotter	T_R_AA1_T_ER0
ハーモニクス	harmonic	HH_AA0_R_M_AA1_N_IH0_K
ビートル	beetle	B_IY1_T_AH0_L
ビーフイーター	beefeater	B_IY1_F_IY2_T_ER0
ピアリング	peering	P_IY1_R_IH0_NG
ファンダメンタリスト	fundamentalist	F_AH2_N_D_AH0_M_EH1_N_T_AH0_L_IH0_S_T
プラエトル	praetor	P_R_IY1_T_ER0
プラセンタ	placenta	P_L_AH0_S_EH1_N_T_AH0
セクスティング	sexting	S_EH1_K_S_T_IH2_NG
トレント	torrent	T_AO1_R_AH0_N_T
サーフェイス	surface	S_ER1_F_AH0_S
サーフェス	surface	S_ER1_F_AH0_S
サーフィス	surface	S_ER1_F_AH0_S
ドールハウス	dollhouse	D_AA1_L_HH_AW2_S
リースリング	riesling	R_IY1_Z_L_IH0_NG
シャルドネ	chardonnay	CH_AA0_R_D_AA1_N_EY0
メルロー	merlot	M_ER1_L_AH0_T
メルロ	merlot	M_ER1_L_AH0_T
プレアデス	pleiades	P_L_IY1_AH0_D_IY2_Z
プレイアデス	pleiades	P_L_IY1_AH0_D_IY2_Z
プレヤデス	pleiades	P_L_IY1_AH0_D_IY2_Z
プレイアディ	pleiades	P_L_IY1_AH0_D_IY2_Z
インカレ	intercollegiate	IH2_N_T_ER0_K_AH0_L_IY1_JH_AH0_T
サイコパス	psychopath	S_AY1_K_OW0_P_AE2_TH
ウィッカ	wicca	W_IH1_K_AH0
マニュファクチャリング	manufacturing	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_IH0_NG
マニュファクチャラー	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチャラ	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチュラー	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
マニュファクチュラ	manufacturer	M_AE2_N_Y_AH0_F_AE1_K_CH_ER0_ER0
エマージング	emerging	IH0_M_ER1_JH_IH0_NG
スマーフ	smurf	S_M_ER1_F
ディファレンシャル	differential	D_IH2_F_ER0_EH1_N_SH_AH0_L
ディファレンシアル	differential	D_IH2_F_ER0_EH1_N_SH_AH0_L
ソーテルヌ	sauternes	S_OW0_T_ER1_N_Z
ドラド	dorado	D_AO0_R_AA1_D_OW0
ドラード	dorado	D_AO0_R_AA1_D_OW0
ホモセクシュアリティ	homosexuality	HH_OW2_M_OW0_S_EH2_K_SH_UW0_AE1_L_AH0_T_IY2
ホモセクシュアリティー	homosexuality	HH_OW2_M_OW0_S_EH2_K_SH_UW0_AE1_L_AH0_T_IY2
クレフ	clef	K_L_EH1_F
シャイフ	sheikh	SH_IY1_K
シェイフ	sheikh	SH_IY1_K
シェイク	sheikh	SH_IY1_K
シーク	sheikh	SH_IY1_K
ピルスナー	pilsner	P_IH1_L_Z_N_ER0
パッカー	packer	P_AE1_K_ER0
シミー	shimmy	SH_IH1_M_IY0
チャレンジング	challenging	CH_AE1_L_AH0_N_JH_IH0_NG
アッシャー	usher	AH1_SH_ER0
ピンストライプ	pinstripe	P_IH1_N_S_T_R_AY2_P
カカリ	attack	AH0_T_AE1_K
ディスカレッジ	discouragement	D_IH0_S_K_ER1_IH0_JH_M_AH0_N_T
インフュージョン	infusion	IH2_N_F_Y_UW1_ZH_AH0_N
エクスポージャー	exposure	IH0_K_S_P_OW1_ZH_ER0
パチ	snapping	S_N_AE1_P_IH0_NG
ピカ	pica	P_AY1_K_AH0
クリンリネス	cleanliness	K_L_EH1_N_L_IY0_N_IH0_S
レフティ	lefty	L_EH1_F_T_IY0
レフティー	lefty	L_EH1_F_T_IY0
アレル	allele	AH0_L_EH1_L_IY0
オレガノ	oregano	AO2_R_EH1_G_AH0_N_OW2
バズワード	buzzword	B_AH1_Z_W_ER0_D
コーチング	coaching	K_OW1_CH_IH0_NG
ガーデナー	gardener	G_AA1_R_D_AH0_N_ER0
ガードナー	gardener	G_AA1_R_D_AH0_N_ER0
ボイド	void	V_OY1_D
スタイ	bib	B_IH1_B
スターラップ	stirrup	S_T_ER1_AH0_P
アドレセンス	adolescence	AE2_D_AH0_L_EH1_S_AH0_N_S
マルサラ	marsala	M_AA0_R_S_AA1_L_AH0
オッグ	ogg	AA1_G
オグ	ogg	AA1_G
ゲムズボック	gemsbok	G_EH1_M_Z_B_AA0_K
トータス	tortoise	T_AO1_R_T_AH0_S
ミノルカ	minorca	M_AH0_N_AO1_R_K_AH0
ボロネーゼ	bolognese	B_OW0_L_OW0_NG_EH1_Z_IY0
パルメザン	parmesan	P_AA1_R_M_AH0_Z_AA2_N
レーティング	rating	R_EY1_T_IH0_NG
コラード	collard	K_AA1_L_ER0_D
キリ	end	EH1_N_D
ホールディングス	holdings	HH_OW1_L_D_IH0_NG_Z
ビジネスパーソン	businessperson	B_IH1_Z_N_AH0_S_P_ER1_S_AH0_N
タイド	tide	T_AY1_D
スクラロース	sucralose	S_UW1_K_R_AH0_L_OW2_S
セルシウス	celsius	S_EH1_L_S_IY0_AH0_S
インブリーディング	inbreeding	IH2_N_B_R_IY1_D_IH0_NG
シットコム	sitcom	S_IH1_T_K_AA2_M
カタルーニャ	catalonia	K_AE2_T_AH0_L_OW1_N_Y_AH0
カタロニア	catalonia	K_AE2_T_AH0_L_OW1_N_Y_AH0
カタルニャ	catalonia	K_AE2_T_AH0_L_OW1_N_Y_AH0
エイサア	eisa	EY1_S_AH0
エイサー	eisa	EY1_S_AH0
サイバーセックス	cybersex	S_AY1_B_ER0_S_EH2_K_S
ミニバス	minibus	M_IH1_N_IY0_B_AH2_S
セクロス	sex	S_EH1_K_S
セックル	sex	S_EH1_K_S
ポッサム	possum	P_AA1_S_AH0_M
ミミナガバンディクート	bilby	B_IH1_L_B_IY0
バタリー	battery	B_AE1_T_ER0_IY0
アーキビスト	archivist	AA1_R_K_AH0_V_IH0_S_T
ジェントル	gentle	JH_EH1_N_T_AH0_L
アソート	assortment	AH0_S_AO1_R_T_M_AH0_N_T
ジャーマネ	manager	M_AE1_N_AH0_JH_ER0
ジャーマネー	manager	M_AE1_N_AH0_JH_ER0
シュマルツ	schmaltz	SH_M_AA1_L_T_S
ベイラ	beira	B_EY1_R_AH0
スニ	suni	S_UW1_N_IY0
フィッシャー	fisher	F_IH1_SH_ER0
セック	second	S_EH1_K_AH0_N_D
ベリフィケーション	verification	V_EH2_R_AH0_F_AH0_K_EY1_SH_AH0_N
ベリフィケイション	verification	V_EH2_R_AH0_F_AH0_K_EY1_SH_AH0_N
オーバードーズ	overdose	OW1_V_ER0_D_OW2_S
オーバードース	overdose	OW1_V_ER0_D_OW2_S
アノマリー	anomaly	AH0_N_AA1_M_AH0_L_IY0
サイクロプス	cyclops	S_AY1_K_L_AO2_P_S
ジオポリティックス	geopolitics	JH_IY2_OW0_P_AA1_L_AH0_T_IH0_K_S
ハラスメント	harassment	HH_ER0_AE1_S_M_AH0_N_T
ウイル	will	W_IH1_L
ウィル	will	W_IH1_L
ハッシュタグ	hashtag	HH_AE1_SH_T_AE2_G
ソーリー	sorry	S_AA1_R_IY0
シット	shit	SH_IH1_T
レジメンタル	regimental	R_EH2_JH_AH0_M_EH1_N_T_AH0_L
サンチマン	sentiment	S_EH1_N_T_AH0_M_AH0_N_T
スチルマン	stillman	S_T_IH1_L_M_AH0_N
スノーマン	snowman	S_N_OW1_M_AE2_N
セールスウーマン	saleswoman	S_EY1_L_Z_W_UH2_M_AH0_N
スポ	sport	S_P_AO1_R_T
シベ	civet	S_IH1_V_AH0_T
バヨネット	bayonet	B_EY1_AH0_N_EH2_T
ベイオネット	bayonet	B_EY1_AH0_N_EH2_T
ベイオニット	bayonet	B_EY1_AH0_N_EH2_T
ホルム	formaldehyde	F_AO0_R_M_AE1_L_D_AH0_HH_AY2_D
オートマタ	automata	AO0_T_AA1_M_AH0_T_AH0
ティック	tick	T_IH1_K
コンセントリック	concentric	K_AH0_N_S_EH1_N_T_R_IH0_K
アーシー	earthy	ER1_TH_IY0
ブチル	butyl	B_Y_UW1_T_AH0_L
プロファイリング	profiling	P_R_OW1_F_AY2_L_IH0_NG
シチュ	situation	S_IH2_CH_UW0_EY1_SH_AH0_N
ディボース	divorce	D_IH0_V_AO1_R_S
グラ	graphics	G_R_AE1_F_IH0_K_S
ホスティング	hosting	HH_OW1_S_T_IH0_NG
シッター	sitter	S_IH1_T_ER0
ドライビング	driving	D_R_AY1_V_IH0_NG
アングロ	anglo	AE1_NG_G_L_OW0
アーカイバル	archival	AA0_R_K_AY1_V_AH0_L
ヒップスター	hipster	HH_IH1_P_S_T_ER0
ビジョナリー	visionary	V_IH1_ZH_AH0_N_EH2_R_IY0
ダービー	derby	D_ER1_B_IY0
インタープレー	interplay	IH1_N_T_ER0_P_L_EY2
バイオニック	bionic	B_AY2_AO1_N_IH0_K
シッピング	shipping	SH_IH1_P_IH0_NG
ダウナー	downer	D_AW1_N_ER0
ブー	beep	B_IY1_P
ブーッ	beep	B_IY1_P
インコヒーレント	incoherent	IH2_N_K_OW0_HH_IH1_R_AH0_N_T
マインドセット	mindset	M_AY1_N_D_S_EH2_T
トライプ	tripe	T_R_AY1_P
ボラ	bora	B_AO1_R_AH0
オク	auction	AA1_K_SH_AH0_N
ドレッサージュ	dressage	D_R_EH0_S_AA1_ZH
ベンゾジアゼピン	benzodiazepine	B_EH2_N_Z_OW0_D_IY0_AE1_Z_AH0_P_IY0_N
インナーウエア	underwear	AH1_N_D_ER0_W_EH2_R
インナーウェア	underwear	AH1_N_D_ER0_W_EH2_R
キーレス	keyless	K_IY1_L_AH0_S
アーリー	early	ER1_L_IY0
シュタイン	stein	S_T_AY1_N
ポンピング	pumping	P_AH1_M_P_IH0_NG
デジ	digital	D_IH1_JH_AH0_T_AH0_L
トラクション	traction	T_R_AE1_K_SH_AH0_N
ソウルフル	soulful	S_OW1_L_F_AH0_L
ウィッシュ	wish	W_IH1_SH
ウイッシュ	wish	W_IH1_SH
クエスト	quest	K_W_EH1_S_T
スーサイド	suicide	S_UW1_AH0_S_AY2_D
スイサイド	suicide	S_UW1_AH0_S_AY2_D
シュイサイド	suicide	S_UW1_AH0_S_AY2_D
ラティス	lattice	L_AE1_T_AH0_S
ラチス	lattice	L_AE1_T_AH0_S
メルティング	melting	M_EH1_L_T_IH0_NG
プリズン	prison	P_R_IH1_Z_AH0_N
アトマイザー	atomizer	AE1_T_AH0_M_AY2_Z_ER0
ファッジ	fudge	F_AH1_JH
スタッフィング	stuffing	S_T_AH1_F_IH0_NG
アラビカ	arabica	ER0_AE1_B_IH0_K_AH0
アシエンダ	estate	EH0_S_T_EY1_T
レアル	real	R_IY1_L
リドレス	redress	R_IY0_D_R_EH1_S
アルティプラノ	altiplano	AE2_L_T_AH0_P_L_AA1_N_OW2
アルティプラーノ	altiplano	AE2_L_T_AH0_P_L_AA1_N_OW2
エキシマ	excimer	EH2_K_S_IH1_M_ER0
エキシマー	excimer	EH2_K_S_IH1_M_ER0
ビバレッジ	beverage	B_EH1_V_ER0_IH0_JH
ベバレッジ	beverage	B_EH1_V_ER0_IH0_JH
ベバリッジ	beverage	B_EH1_V_ER0_IH0_JH
ビバリッジ	beverage	B_EH1_V_ER0_IH0_JH
ワナビー	wannabe	W_AA1_N_AH0_B_IY2
ワナビ	wannabe	W_AA1_N_AH0_B_IY2
ホームズ	homes	HH_OW1_M_Z
ホウムズ	homes	HH_OW1_M_Z
シニョリッジ	seigniorage	S_IY2_G_N_IY1_ER0_IH0_JH
シニオレッジ	seigniorage	S_IY2_G_N_IY1_ER0_IH0_JH
モルモン	mormon	M_AO1_R_M_AH0_N
ヴァンガード	vanguard	V_AE1_N_G_AA2_R_D
バンガード	vanguard	V_AE1_N_G_AA2_R_D
ダメリカ	america	AH0_M_EH1_R_IH0_K_AH0
パラサイト	parasite	P_EH1_R_AH0_S_AY2_T
クリニカル	clinical	K_L_IH1_N_AH0_K_AH0_L
ワンボ	minivan	M_IH1_N_IY0_V_AE1_N
サザン	southern	S_AH1_DH_ER0_N
ピール	peel	P_IY1_L
エクステンダー	extender	EH1_K_S_T_EH2_N_D_ER0
エクステンダ	extender	EH1_K_S_T_EH2_N_D_ER0
カレット	cullet	K_AH1_L_AH0_T
ピエ	pied	P_AY1_D
ホワイ	why	W_AY1
スプラッター	splatter	S_P_L_AE1_T_ER0
スプラッタ	splatter	S_P_L_AE1_T_ER0
コンフェティ	confetti	K_AH0_N_F_EH1_T_IY0
コンフェッティ	confetti	K_AH0_N_F_EH1_T_IY0
コラボレート	collaboration	K_AH0_L_AE2_B_ER0_EY1_SH_AH0_N
サポ	support	S_AH0_P_AO1_R_T
レイシスト	racist	R_EY1_S_IH0_S_T
イノベーター	innovator	IH1_N_AH0_V_EY2_T_ER0
イノベイター	innovator	IH1_N_AH0_V_EY2_T_ER0
イノヴェイター	innovator	IH1_N_AH0_V_EY2_T_ER0
ツチ	tutsi	T_UW1_T_S_IY0
フツ	hutu	HH_UW1_T_UW2
カネ	money	M_AH1_N_IY0
エアボート	airboat	EH1_R_B_OW0_T
シンフォニア	sinfonia	S_IH0_N_F_OW1_N_IY0_AH0
カラーリング	coloring	K_AH1_L_ER0_IH0_NG
カラリング	coloring	K_AH1_L_ER0_IH0_NG
バーチュー	virtue	V_ER1_CH_UW0
ヴァーチュー	virtue	V_ER1_CH_UW0
バーチュ	virtue	V_ER1_CH_UW0
ヴァーチュ	virtue	V_ER1_CH_UW0
イヤッホー	whoopie	W_UW1_P_IY0
サムチョン	samsung	S_AE1_M_S_AH2_NG
タジキスタン	tajikistan	T_AA2_JH_IY1_K_IH0_S_T_AE2_N
モンテネグロ	montenegro	M_AA2_N_T_AH0_N_EY1_G_R_OW0
シリ	siri	S_IH1_R_IY0
アマランス	amaranth	AE1_M_ER0_AE2_N_TH
ベジ	vegetarian	V_EH2_JH_AH0_T_EH1_R_IY2_AH0_N
アゼルバイジャン	azerbaijan	AA2_Z_ER0_B_AY0_JH_AA1_N
イエメン	yemen	Y_EH1_M_AH0_N
エリトリア	eritrea	EH2_R_IH0_T_R_IY1_AH0
カザフスタン	kazakhstan	K_AA2_Z_AA0_K_S_T_AA1_N
カタール	qatar	K_AH2_T_AA1_R
カメルーン	cameroon	K_AE1_M_ER0_UW2_N
サモア	samoa	S_AH0_M_OW1_AH0
ジブチ	djibouti	JH_IH0_B_UW1_T_IY2
スリナム	surinam	S_UH2_R_AH0_N_AA1_M
スワジランド	swaziland	S_W_AA1_Z_IH0_L_AH0_N_D
セイシェル	seychelles	S_EY1_SH_EH0_L_Z
セーシェル	seychelles	S_EY1_SH_EH0_L_Z
ソマリア	somalia	S_AH0_M_AA1_L_IY0_AH0
ツバル	tuvalu	T_UW1_V_AA0_L_UW2
トンガ	tonga	T_AA1_N_G_AH0
ニジェール	niger	N_AY1_JH_ER0
バーレーン	bahrain	B_AA0_R_EY1_N
バヌアツ	vanuatu	V_AE0_N_UW0_AA1_T_UW0
ヴァヌアツ	vanuatu	V_AE0_N_UW0_AA1_T_UW0
ブルネイ	brunei	B_R_UW0_N_AY1
ブルンジ	burundi	B_ER0_AH1_N_D_IY0
ベナン	benin	B_IY1_N_IH0_N
モンゴル	mongolia	M_AA0_NG_G_OW1_L_IY0_AH0
リヒテンシュタイン	liechtenstein	L_IH1_K_T_AH0_N_S_T_AY2_N
アブハジア	abkhazia	AE0_B_K_AA1_Z_Y_AH0
キリバス	kiribati	K_IH2_R_IH1_B_AA1_T_IY0
キルギス	kyrgyzstan	K_IH1_R_G_IH0_S_T_AE2_N
コソボ	kosovo	K_OW1_S_OW0_V_OW2
コソヴォ	kosovo	K_OW1_S_OW0_V_OW2
ブランディング	branding	B_R_AE1_N_D_IH0_NG
ヨギ	yogi	Y_OW1_G_IY0
ヨーギ	yogi	Y_OW1_G_IY0
デンチャー	denture	D_EH1_N_CH_ER0
チャリダー	cyclist	S_AY1_K_AH0_L_IH0_S_T
コリアタウン	koreatown	K_AO2_R_IY1_AH0_T_AW2_N
パカ	paca	P_AA1_K_AH0
アドヴァンスト	advanced	AH0_D_V_AE1_N_S_T
グロッケンシュピール	glockenspiel	G_L_AA1_K_AH0_N_S_P_IY2_L
マーケ	marketing	M_AA1_R_K_AH0_T_IH0_NG
マーケター	marketer	M_AA1_R_K_AH0_T_ER0
タギング	tagging	T_AE1_G_IH0_NG
トップス	top	T_AA1_P
アファーマティブ	affirmative	AH0_F_ER1_M_AH0_T_IH0_V
リギング	rigging	R_IH1_G_IH0_NG
リギン	rigging	R_IH1_G_IH0_NG
リテイク	retake	R_IY1_T_EY1_K
リテーク	retake	R_IY1_T_EY1_K
クレス	cress	K_R_EH1_S
モヒカン	mohican	M_OW2_HH_IY1_K_AH0_N
ユーチューブ	youtube	Y_UW1_T_UW2_B
インジェスト	ingest	IH2_N_JH_EH1_S_T
ターンキー	turnkey	T_ER1_N_K_IY2
チャイ	chai	CH_AY1
エカシ	grandfather	G_R_AE1_N_D_F_AA2_DH_ER0
コンフォータブル	comfortable	K_AH1_M_F_ER0_T_AH0_B_AH0_L
コンファタブル	comfortable	K_AH1_M_F_ER0_T_AH0_B_AH0_L
コンフォタブル	comfortable	K_AH1_M_F_ER0_T_AH0_B_AH0_L
エピデミック	epidemic	EH2_P_AH0_D_EH1_M_IH0_K
キッドナップ	kidnap	K_IH1_D_N_AE2_P
ホールセラー	wholesaler	HH_OW1_L_S_EY2_L_ER0
ホールセーラー	wholesaler	HH_OW1_L_S_EY2_L_ER0
ガチムチ	muscular	M_AH1_S_K_Y_AH0_L_ER0
チート	cheat	CH_IY1_T
オーバジーン	aubergine	AO1_B_ER0_JH_IY2_N
メモラブル	memorable	M_EH1_M_ER0_AH0_B_AH0_L
バセンジー	basenji	B_AH0_S_EH1_N_JH_IY0
ルタバガ	rutabaga	R_UW1_T_AH0_B_EY0_G_AH0
ダブリング	doubling	D_AH1_B_AH0_L_IH0_NG
ビュイーン	zooming	Z_UW1_M_IH0_NG
シューティング	shooting	SH_UW1_T_IH0_NG
オーウェリアン	orwellian	AO2_R_W_EH1_L_IY0_AH0_N
キャビティー	cavity	K_AE1_V_AH0_T_IY0
キャビティ	cavity	K_AE1_V_AH0_T_IY0
シャキーン	clink	K_L_IH1_NG_K
アメンドメント	amendment	AH0_M_EH1_N_D_M_AH0_N_T
ミスファイア	misfire	M_IH0_S_F_AY1_ER0
サンライト	sunlight	S_AH1_N_L_AY2_T
ハムストリング	hamstring	HH_AE1_M_S_T_R_IH2_NG
ディスクレ	discrepancy	D_IH0_S_K_R_EH1_P_AH0_N_S_IY0
ディスクレパンシー	discrepancy	D_IH0_S_K_R_EH1_P_AH0_N_S_IY0
ディスクレション	discretion	D_IH0_S_K_R_EH1_SH_AH0_N
マヨ	mayonnaise	M_EY1_AH0_N_EY2_Z
ジャッカス	jackass	JH_AE1_K_AE2_S
テンプル	temple	T_EH1_M_P_AH0_L
アドベント	advent	AE1_D_V_EH2_N_T
アドヴェント	advent	AE1_D_V_EH2_N_T
シヴァ	shiva	SH_IY1_V_AH0
シバ	shiva	SH_IY1_V_AH0
