アードバーク	aardvark	AA1_R_D_V_AA2_R_K
タイバック	tie|back	T_AY1|B_AE1_K
タイブレーク	tie|break	T_AY1|B_R_EY1_K
タイタック	tie|tack	T_AY1|T_AE1_K
タイアップ	tie|up	T_AY1|AH1_P
ティア	tier	T_IY1_R
ティアー	tier	T_IY1_R
ティフ	tiff	T_IH1_F
タイガー	tiger	T_AY1_G_ER0
タイガーエンジェルフィッシュ	tiger|angelfish	T_AY1_G_ER0|EY1_N_JH_AH0_L_F_IH2_SH
タイガース	tigers	T_AY1_G_ER0_Z
タイト	tight	T_AY1_T
タイトロープ	tightrope	T_AY1_T_R_OW2_P
タイツ	tights	T_AY1_T_S
タイゴン	tigon	T_IH1_G_AH0_N
チルダ	tilde	T_IH1_L_D_AH0
ティルデ	tilde	T_IH1_L_D_AH0
タイル	tile	T_AY1_L
ティラー	tiller	T_IH1_L_ER0
チルト	tilt	T_IH1_L_T
ティルト	tilt	T_IH1_L_T
タイム	time	T_AY1_M
タイムキーパー	time|keeper	T_AY1_M|K_IY1_P_ER0
タイムラプス	time|lapse	T_AY1_M|L_AE1_P_S
タイムシェア	time|share	T_AY1_M|SH_EH1_R
タイムシート	time|sheet	T_AY1_M|SH_IY1_T
タイムシフト	time|shift	T_AY1_M|SH_IH1_F_T
タイムスイッチ	time|switch	T_AY1_M|S_W_IH1_CH
タイムレス	timeless	T_AY1_M_L_AH0_S
タイムライン	timeline	T_AY1_M_L_AY0_N
タイムリ	timely	T_AY1_M_L_IY0
タイムリー	timely	T_AY1_M_L_IY0
タイマ	timer	T_AY1_M_ER0
タイマー	timer	T_AY1_M_ER0
タイムズ	times	T_AY1_M_Z
タイムテーブル	timetable	T_AY1_M_T_EY2_B_AH0_L
タイミング	timing	T_AY1_M_IH0_NG
ティモール	timor	T_IY0_M_AO1_R
チモシー	timothy	T_IH1_M_AH0_TH_IY0
ティモシー	timothy	T_IH1_M_AH0_TH_IY0
ティンパニ	timpani	T_IH1_M_P_AH0_N_IY2
ティンパニー	timpani	T_IH1_M_P_AH0_N_IY2
タイニー	tiny	T_AY1_N_IY0
チップ	tip	T_IH1_P
ティップス	tips	T_IH1_P_S
ティラミス	tiramisu	T_IH2_R_AH0_M_IH1_S_UW2
ティラナ	tirana	T_IH1_R_AA0_N_AH0
タイア	tire	T_AY1_ER0
タイヤ	tire	T_AY1_ER0
ティシュ	tissue	T_IH1_S_Y_UW2
ティシュー	tissue	T_IH1_S_Y_UW2
ティッシュ	tissue	T_IH1_S_Y_UW2
ティッシュー	tissue	T_IH1_S_Y_UW2
テッシュ	tissue	T_IH1_S_Y_UW2
テッシュー	tissue	T_IH1_S_Y_UW2
タイタン	titan	T_AY1_T_AH0_N
チタン	titan	T_AY1_T_AH0_N
チタニウム	titanium	T_AY0_T_EY1_N_IY0_AH0_M
タイトル	title	T_AY1_T_AH0_L
タイトリージョン	title|region	T_AY1_T_AH0_L|R_IY1_JH_AH0_N
タイトルリージョン	title|region	T_AY1_T_AH0_L|R_IY1_JH_AH0_N
タイトルホルダー	titleholder	T_AY1_T_AH0_L_HH_OW2_L_D_ER0
チボリ	tivoli	T_IH1_V_AH0_L_IY0
トード	toad	T_OW1_D
トースト	toast	T_OW1_S_T
トースター	toaster	T_OW1_S_T_ER0
トボガン	toboggan	T_AH0_B_AA1_G_AH0_N
ツデー	today	T_AH0_D_EY1
トゥデー	today	T_AH0_D_EY1
トドラー	toddler	T_AA1_D_L_ER0
トー	toe	T_OW1
トウ	toe	T_OW1
トーイン	toe|in	T_OW1|IH0_N
トッフィー	toffee	T_AA1_F_IY0
トフィー	toffee	T_AA1_F_IY0
トーガ	toga	T_OW1_G_AH0
トガ	toga	T_OW1_G_AH0
トゥギャザー	together	T_AH0_G_EH1_DH_ER0
トグル	toggle	T_AA1_G_AH0_L
トッグル	toggle	T_AA1_G_AH0_L
トグルボタン	toggle|button	T_AA1_G_AH0_L|B_AH1_T_AH0_N
トーゴ	togo	T_OW1_G_OW0
トイレット	toilet	T_OY1_L_AH0_T
トイレットトレーニング	toilet|training	T_OY1_L_AH0_T|T_R_EY1_N_IH0_NG
トイレタリー	toiletry	T_OY1_L_AH0_T_R_IY0
トークン	token	T_OW1_K_AH0_N
トークニズム	tokenism	T_OW1_K_AH0_N_IH2_Z_AH0_M
トレランス	tolerance	T_AA1_L_ER0_AH0_N_S
トール	toll	T_OW1_L
トルエン	toluene	T_AO1_L_UW0_IY2_N
トムトム	tom|tom	T_AA1_M|T_AA1_M
トムヤム	tom|yum	T_AA1_M|Y_AH1_M
トマホーク	tomahawk	T_AA1_M_AH0_HH_AO2_K
トマト	tomato	T_AH0_M_EY1_T_OW2
トミーガン	tommy|gun	T_AA1_M_IY0|G_AH1_N
トモグラフィ	tomography	T_OW0_M_OW1_G_R_AE0_F_IY2
トモグラフィー	tomography	T_OW0_M_OW1_G_R_AE0_F_IY2
ツモロー	tomorrow	T_AH0_M_AA1_R_OW2
トゥモロー	tomorrow	T_AH0_M_AA1_R_OW2
トンキロ	ton|kilo	T_AH1_N|K_IY1_L_OW2
トンキロメートル	ton|kilometer	T_AH1_N|K_AH0_L_AA1_M_AH0_T_ER0
トーナル	tonal	T_OW1_N_AH0_L
トーナリティ	tonality	T_OW0_N_AE1_L_AH0_T_IY0
トーン	tone	T_OW1_N
トナー	toner	T_OW1_N_ER0
トング	tong	T_AA1_NG
トンガ	tonga	T_AA1_N_G_AH0
タンシチュー	tongue|stew	T_AH1_NG|S_T_UW1
トニック	tonic	T_AA1_N_IH0_K
トゥナイト	tonight	T_AH0_N_AY1_T
ツール	tool	T_UW1_L
トゥール	tool	T_UW1_L
ツールボタン	tool|button	T_UW1_L|B_AH1_T_AH0_N
ツールバー	toolbar	T_UW1_L_B_AA2_R
ツールボックス	toolbox	T_UW1_L_B_AO2_K_S
ツーリング	tooling	T_UW1_L_IH0_NG
トゥース	tooth	T_UW1_TH
トップ	top	T_AA1_P
トップス	top	T_AA1_P
トップドメイン	top|domain	T_AA1_P|D_OW0_M_EY1_N
トップノート	top|note	T_AA1_P|N_OW1_T
トップセールス	top|sales	T_AA1_P|S_EY1_L_Z
トッパーズ	topaz	T_OW1_P_AE2_Z
トパーズ	topaz	T_OW1_P_AE2_Z
トパズ	topaz	T_OW1_P_AE2_Z
トピ	topi	T_OW1_P_IH0
トピアリー	topiary	T_OW1_P_IY0_EH2_R_IY0
トピック	topic	T_AA1_P_IH0_K
トピカル	topical	T_AA1_P_AH0_K_AH0_L
トピックス	topics	T_AA1_P_IH0_K_S
トップレス	topless	T_AA1_P_L_AH0_S
トポグラフィー	topography	T_AH0_P_AA1_G_R_AH0_F_IY0
トポロジカル	topological	T_AH0_P_AH0_L_AA1_JH_IH0_K_AH0_L
トポロジ	topology	T_AH0_P_AO1_L_AH0_JH_IY0
トポロジー	topology	T_AH0_P_AO1_L_AH0_JH_IY0
トッパー	topper	T_AA1_P_ER0
トッピング	topping	T_AA1_P_IH0_NG
トーラー	torah	T_AO1_R_AH0
トーチ	torch	T_AO1_R_CH
トーネード	tornado	T_AO0_R_N_EY1_D_OW2
トルネード	tornado	T_AO0_R_N_EY1_D_OW2
トロント	toronto	T_ER0_AA1_N_T_OW0
トルク	torque	T_AO1_R_K
トルクコンバーター	torque|converter	T_AO1_R_K|K_AH0_N_V_ER1_T_ER0
トル	torr	T_AO1_R
トレント	torrent	T_AO1_R_AH0_N_T
トルソー	torso	T_AO1_R_S_OW2
トルテ	torte	T_AO1_R_T
トルティージャ	tortilla	T_AO0_R_T_IY1_AH0
トルティーヤ	tortilla	T_AO0_R_T_IY1_AH0
トータス	tortoise	T_AO1_R_T_AH0_S
トーチャ	torture	T_AO1_R_CH_ER0
トーチャー	torture	T_AO1_R_CH_ER0
トス	toss	T_AO1_S
トータル	total	T_OW1_T_AH0_L
トートバック	tote|bag	T_OW1_T|B_AE1_G
トーテム	totem	T_OW1_T_AH0_M
タッチ	touch	T_AH1_CH
タッチフリック	touch|flick	T_AH1_CH|F_L_IH1_K
タッチダウン	touchdown	T_AH1_CH_D_AW2_N
タフ	tough	T_AH1_F
タフネス	toughness	T_AH1_F_N_AH0_S
ツアー	tour	T_UH1_R
ツアーコンダクター	tour|conductor	T_UH1_R|K_AH0_N_D_AH1_K_T_ER0
ツールドフランス	tour|de|france	T_UH1_R|D_IY1|F_R_AE1_N_S
ツーリング	touring	T_UH1_R_IH0_NG
ツーリズム	tourism	T_UH1_R_IH2_Z_AH0_M
ツーリスト	tourist	T_UH1_R_AH0_S_T
トルマリン	tourmaline	T_UH1_R_M_AH0_L_IY2_N
トーナメント	tournament	T_UH1_R_N_AH0_M_AH0_N_T
タオル	towel	T_AW1_AH0_L
タワー	tower	T_AW1_ER0
タウン	town	T_AW1_N
タウンシップ	township	T_AW1_N_SH_IH0_P
トイピアノ	toy|piano	T_OY1|P_IY0_AE1_N_OW0
トレース	trace	T_R_EY1_S
トレーサー	tracer	T_R_EY1_S_ER0
トレーシング	tracing	T_R_EY1_S_IH0_NG
トラックボール	trackball	T_R_AE1_K_B_AO2_L
トラクト	tract	T_R_AE1_K_T
トラクション	traction	T_R_AE1_K_SH_AH0_N
トラクタ	tractor	T_R_AE1_K_T_ER0
トラクター	tractor	T_R_AE1_K_T_ER0
トラッド	trad	T_R_AH1_D
トレード	trade	T_R_EY1_D
トレードオフ	trade|off	T_R_EY1_D|AO1_F
トレードマーク	trademark	T_R_EY1_D_M_AA2_R_K
トレーダー	trader	T_R_EY1_D_ER0
トレーディング	trading	T_R_EY1_D_IH0_NG
トラディション	tradition	T_R_AH0_D_IH1_SH_AH0_N
トラディショナル	traditional	T_R_AH0_D_IH1_SH_AH0_N_AH0_L
トラッフィック	traffic	T_R_AE1_F_IH0_K
トラヒック	traffic	T_R_AE1_F_IH0_K
トラフィック	traffic	T_R_AE1_F_IH0_K
トラヒックデータ	traffic|data	T_R_AE1_F_IH0_K|D_EY1_T_AH0
トラジェディー	tragedy	T_R_AE1_JH_AH0_D_IY0
トラジディー	tragedy	T_R_AE1_JH_AH0_D_IY0
トゥラジック	tragic	T_R_AE1_JH_IH0_K
トラジック	tragic	T_R_AE1_JH_IH0_K
トレール	trail	T_R_EY1_L
トレイル	trail	T_R_EY1_L
トレールランニング	trail|running	T_R_EY1_L|R_AH1_N_IH0_NG
トレーラ	trailer	T_R_EY1_L_ER0
トレーラー	trailer	T_R_EY1_L_ER0
トレイラ	trailer	T_R_EY1_L_ER0
トレイラー	trailer	T_R_EY1_L_ER0
トレーン	train	T_R_EY1_N
トレイン	train	T_R_EY1_N
トレーニー	trainee	T_R_EY1_N_IY1
トレーナー	trainer	T_R_EY1_N_ER0
トレイナー	trainer	T_R_EY1_N_ER0
トレーニング	training	T_R_EY1_N_IH0_NG
トレーニングセンター	training|centre	T_R_EY1_N_IH0_NG|S_EH1_N_T_ER0
トレーニングパンツ	training|pants	T_R_EY1_N_IH0_NG|P_AE1_N_T_S
トランポリン	trampoline	T_R_AE2_M_P_AH0_L_IY1_N
トランキライザー	tranquilizer	T_R_AE1_NG_K_W_AH0_L_AY2_Z_ER0
トランス	trans	T_R_AE0_N_S
トランザム	trans|am	T_R_AE1_N_Z|AE1_M
トランスモダン	trans|modern	T_R_AE1_N_Z|M_AA1_D_ER0_N
トランザクトエスキューエル	transact|sql	T_R_AE0_N_Z_AE1_K_T|EH2_S_K_Y_UW2_EH1_L
トランザクションパイプライン	transacted|pipeline	T_R_AE0_N_S_AE1_K_T_IH0_D|P_AY1_P_L_AY2_N
トランザクション	transaction	T_R_AE0_N_Z_AE1_K_SH_AH0_N
トランズアクション	transaction	T_R_AE0_N_Z_AE1_K_SH_AH0_N
トランスコンチネンタル	transcontinental	T_R_AE2_N_Z_K_AA2_N_T_IH0_N_EH1_N_T_AH0_L
トランスコンティネンタル	transcontinental	T_R_AE2_N_Z_K_AA2_N_T_IH0_N_EH1_N_T_AH0_L
トランスクリプション	transcription	T_R_AE2_N_S_K_R_IH1_P_SH_AH0_N
トランスファ	transfer	T_R_AE0_N_S_F_ER1
トランスファー	transfer	T_R_AE0_N_S_F_ER1
トランスフォーメーション	transformation	T_R_AE2_N_S_F_ER0_M_EY1_SH_AH0_N
トランスフォーマー	transformer	T_R_AE0_N_S_F_AO1_R_M_ER0
トランスジェンダー	transgender	T_R_AE1_N_Z_JH_EH1_N_D_ER0
トランスジェニック	transgenic	T_R_AE2_N_Z_JH_EH1_N_IH0_K
トランジェント	transient	T_R_AE1_N_ZH_AH0_N_T
トランジスタ	transistor	T_R_AE0_N_Z_IH1_S_T_ER0
トランジスター	transistor	T_R_AE0_N_Z_IH1_S_T_ER0
トランジスタダイオードロジック	transistor|diode|logic	T_R_AE0_N_Z_IH1_S_T_ER0|D_AY1_OW2_D|L_AA1_JH_IH0_K
トランジスターグラマー	transistor|glamour	T_R_AE0_N_Z_IH1_S_T_ER0|G_L_AE1_M_ER0
トランジスタトランジスタロジック	transistor|transistor|logic	T_R_AE0_N_Z_IH1_S_T_ER0|T_R_AE0_N_Z_IH1_S_T_ER0|L_AA1_JH_IH0_K
トランシット	transit	T_R_AE1_N_Z_IH0_T
トランジット	transit	T_R_AE1_N_Z_IH0_T
トランジション	transition	T_R_AE0_N_Z_IH1_SH_AH0_N
トランスレート	translate	T_R_AE0_N_Z_L_EY1_T
トランスレーション	translation	T_R_AE0_N_Z_L_EY1_SH_AH0_N
トランスレータ	translator	T_R_AE0_N_S_L_EY1_T_ER0
トランスレーター	translator	T_R_AE0_N_S_L_EY1_T_ER0
トランスルーセント	translucent	T_R_AE0_N_S_L_UW1_S_AH0_N_T
トランスミッション	transmission	T_R_AE0_N_S_M_IH1_SH_AH0_N
トランスミッター	transmitter	T_R_AE0_N_S_M_IH1_T_ER0
トランスナショナル	transnational	T_R_AE0_N_S_N_AE1_SH_AH0_N_AH0_L
トランサム	transom	T_R_AE1_N_S_AH0_M
トランスプラント	transplant	T_R_AE0_N_S_P_L_AE1_N_T
トランスポンダ	transponder	T_R_AE0_N_S_P_AA1_N_D_ER0
トランスポンダー	transponder	T_R_AE0_N_S_P_AA1_N_D_ER0
トランスポート	transport	T_R_AE0_N_S_P_AO1_R_T
トランスポーテーション	transportation	T_R_AE2_N_S_P_ER0_T_EY1_SH_AH0_N
トランスポーター	transporter	T_R_AE0_N_S_P_AO1_R_T_ER0
トランスセクシャル	transsexual	T_R_AE0_N_S_EH1_K_SH_Y_UW0_AH0_L
トランスセクシュアル	transsexual	T_R_AE0_N_S_EH1_K_SH_Y_UW0_AH0_L
トランシルバニア	transylvania	T_R_AE2_N_Z_IY0_L_V_EY1_N_IY0_AH0
タラップ	trap	T_R_AE1_P
トラップ	trap	T_R_AE1_P
トラピーズ	trapeze	T_R_AH0_P_IY1_Z
トラッピング	trapping	T_R_AE1_P_IH0_NG
トラピスト	trappist	T_R_AE1_P_IH0_S_T
トラッシュ	trash	T_R_AE1_SH
トラウマ	trauma	T_R_AO1_M_AH0
トラバーユ	travail	T_R_AH0_V_EY1_L
トラヴェル	travel	T_R_AE1_V_AH0_L
トラベル	travel	T_R_AE1_V_AH0_L
トラベラー	traveler	T_R_AE1_V_AH0_L_ER0
トラベリング	travelling	T_R_AE1_V_AH0_L_IH0_NG
トラバース	traverse	T_R_AE1_V_ER0_S
トレー	tray	T_R_EY1
トレイ	tray	T_R_EY1
トレッド	tread	T_R_EH1_D
トレッドミル	treadmill	T_R_EH1_D_M_IH2_L
トレジャー	treasure	T_R_EH1_ZH_ER0
トレジャラー	treasurer	T_R_EH1_ZH_ER0_ER0
トリートメント	treatment	T_R_IY1_T_M_AH0_N_T
トレブル	treble	T_R_EH1_B_AH0_L
トレブル	treble	T_R_EH1_B_AH0_L
ツリー	tree	T_R_IY1
トレッカー	trekker	T_R_EH1_K_ER0
テレッキング	trekking	T_R_EH1_K_IH0_NG
トレッキング	trekking	T_R_EH1_K_IH0_NG
トレンチ	trench	T_R_EH1_N_CH
トレンチャー	trencher	T_R_EH1_N_CH_ER0
トレンド	trend	T_R_EH1_N_D
トレンディ	trendy	T_R_EH1_N_D_IY0
トレンディー	trendy	T_R_EH1_N_D_IY0
トレッスル	trestle	T_R_EH1_S_AH0_L
トライアスリート	tri|athlete	T_R_AY1|AE1_TH_L_IY2_T
トリッピー	tri|p	T_R_AY1|P_IY1
トライアド	triad	T_R_AY1_AE2_D
トリアージ	triage	T_R_AY1_IH0_JH
トリアージュ	triage	T_R_AY1_IH0_JH
トライアル	trial	T_R_AY1_AH0_L
トライアングル	triangle	T_R_AY1_AE2_NG_G_AH0_L
トライアスロン	triathlon	T_R_AY2_AE1_TH_L_AH0_N
トライバル	tribal	T_R_AY1_B_AH0_L
トライバリズム	tribalism	T_R_AY1_B_AH0_L_IH0_Z_M
トリビューン	tribune	T_R_IH1_B_Y_UW0_N
トリビュート	tribute	T_R_IH1_B_Y_UW0_T
トリケラトプス	triceratops	T_R_AY2_S_EH1_R_AH0_T_AO2_P_S
トリック	trick	T_R_IH1_K
トリクル	trickle	T_R_IH1_K_AH0_L
トリックスター	trickster	T_R_IH1_K_S_T_ER0
トリッキー	tricky	T_R_IH1_K_IY0
トライシクル	tricycle	T_R_IH1_S_IH0_K_AH0_L
トライデント	trident	T_R_AY1_D_AH0_N_T
トライフル	trifle	T_R_AY1_F_AH0_L
トリガ	trigger	T_R_IH1_G_ER0
トリガー	trigger	T_R_IH1_G_ER0
トリグリセリド	triglyceride	T_R_AY0_G_L_IH1_S_ER0_AY2_D
トリル	trill	T_R_IH1_L
トリム	trim	T_R_IH1_M
トリマ	trimmer	T_R_IH1_M_ER0
トリマー	trimmer	T_R_IH1_M_ER0
トリミング	trimming	T_R_IH1_M_IH0_NG
トリニティー	trinity	T_R_IH1_N_AH0_T_IY0
トリオ	trio	T_R_IY1_OW2
トリップ	trip	T_R_IH1_P
トライプ	tripe	T_R_AY1_P
トリプル	triple	T_R_IH1_P_AH0_L
トリプレット	triplet	T_R_IH1_P_L_AH0_T
トライポッド	tripod	T_R_AY1_P_AA2_D
トリポッド	tripod	T_R_AY1_P_AA2_D
トリポリ	tripoli	T_R_IH1_P_AH0_L_IY0
トリッピング	tripping	T_R_IH1_P_IH0_NG
トリプティク	triptych	T_R_IH1_P_T_IH0_K
トリチウム	tritium	T_R_IH1_T_IY0_AH0_M
トライトン	triton	T_R_AY1_T_AH0_N
トリトン	triton	T_R_AY1_T_AH0_N
トリビア	trivia	T_R_IH1_V_IY0_AH0
トレビア	trivia	T_R_IH1_V_IY0_AH0
トリビアル	trivial	T_R_IH1_V_IY0_AH0_L
トローチ	troche	T_R_AA1_CH
トロリー	trolley	T_R_AA1_L_IY0
トロリンガー	trollinger	T_R_OW1_L_IH0_NG_ER0
トロンボーン	trombone	T_R_AA0_M_B_OW1_N
トルーパー	trooper	T_R_UW1_P_ER0
トロフィー	trophy	T_R_OW1_F_IY0
トロピカル	tropical	T_R_AA1_P_IH0_K_AH0_L
トロット	trot	T_R_AA1_T
トロッター	trotter	T_R_AA1_T_ER0
トルバドール	troubadour	T_R_UW1_B_AH0_D_AO2_R
トルバドゥール	troubadour	T_R_UW1_B_AH0_D_AO2_R
トラブル	trouble	T_R_AH1_B_AH0_L
トラブルシューティング	trouble|shooting	T_R_AH1_B_AH0_L|SH_UW1_T_IH0_NG
トラブルメーカー	troublemaker	T_R_AH1_B_AH0_L_M_EY2_K_ER0
トラフ	trough	T_R_AO1_F
トラウザーズ	trousers	T_R_AW1_Z_ER0_Z
トロイ	troy	T_R_OY1
トロイカ	troyka	T_R_OY1_K_AH0
トラック	truck	T_R_AH1_K
トロッコ	truck	T_R_AH1_K
トラッキング	trucking	T_R_AH1_K_IH0_NG
トランプ	trump	T_R_AH1_M_P
トランク	trunk	T_R_AH1_NG_K
トランクス	trunks	T_R_AH1_NG_K_S
トラス	truss	T_R_AH1_S
トラスト	trust	T_R_AH1_S_T
トラスティ	trustee	T_R_AH2_S_T_IY1
トラスティー	trustee	T_R_AH2_S_T_IY1
トゥルース	truth	T_R_UW1_TH
トライ	try	T_R_AY1
トライアウト	tryout	T_R_AY1_AW2_T
ツェン	tseng	T_S_EH1_NG
チューバ	tuba	T_UW1_B_AH0
テューバ	tuba	T_UW1_B_AH0
チューブ	tube	T_UW1_B
チュービング	tubing	T_UW1_B_IH0_NG
タック	tuck	T_AH1_K
チューズデー	tuesday	T_UW1_Z_D_IY0
タフト	tuft	T_AH1_F_T
タグボート	tugboat	T_AH1_G_B_OW2_T
チューリップ	tulip	T_UW1_L_IH0_P
チュウリップ	tulip	T_UW1_L_IH0_P
タンブラー	tumbler	T_AH1_M_B_L_ER0
タンプラー	tumbler	T_AH1_M_B_L_ER0
タンブリング	tumbling	T_AH1_M_B_AH0_L_IH0_NG
ツナ	tuna	T_UW1_N_AH0
ツンドラ	tundra	T_AH1_N_D_R_AH0
チューン	tune	T_UW1_N
チューンドカー	tuned|car	T_UW1_N_D|K_AA1_R
チューナ	tuner	T_UW1_N_ER0
チューナー	tuner	T_UW1_N_ER0
タングステン	tungsten	T_AH1_NG_S_T_AH0_N
チューニック	tunic	T_UW1_N_IH0_K
チュニック	tunic	T_UW1_N_IH0_K
チューニング	tuning	T_UW1_N_IH0_NG
チューニングカー	tuning|car	T_UW1_N_IH0_NG|K_AA1_R
チュニス	tunis	T_UW1_N_IH0_S
トンネル	tunnel	T_AH1_N_AH0_L
トンネリング	tunneling	T_AH1_N_AH0_L_IH0_NG
ターバン	turban	T_ER1_B_AH0_N
タービン	turbine	T_ER1_B_AY0_N
ターボ	turbo	T_ER1_B_OW0
ターボファン	turbofan	T_ER1_B_OW0_F_AE2_N
ターボジェット	turbojet	T_ER1_B_OW0_JH_EH2_T
ターボプロップ	turboprop	T_ER1_B_OW0_P_R_AA2_P
ターボット	turbot	T_ER2_B_OW1
ターフ	turf	T_ER1_F
ターキー	turkey	T_ER1_K_IY0
ターキッシュ	turkish	T_ER1_K_IH0_SH
トルクメニスタン	turkmenistan	T_ER2_K_M_EH1_N_IH0_S_T_AE2_N
ターメリック	turmeric	T_ER1_M_AH0_R_IH2_K
ターン	turn	T_ER1_N
ターンアラウンド	turnaround	T_ER1_N_ER0_AW2_N_D
ターニング	turning	T_ER1_N_IH0_NG
ターニップ	turnip	T_ER1_N_AH0_P
ターンキー	turnkey	T_ER1_N_K_IY2
ターンパイク	turnpike	T_ER1_N_P_AY2_K
ターンスタイル	turnstile	T_ER1_N_S_T_AY2_L
ターンテーブル	turntable	T_ER1_N_T_EY2_B_AH0_L
ターコイズ	turquoise	T_ER1_K_W_OY0_Z
ターレット	turret	T_ER1_AH0_T
タレット	turret	T_ER1_AH0_T
ターレットトラック	turret|truck	T_ER1_AH0_T|T_R_AH1_K
タートル	turtle	T_ER1_T_AH0_L
チューター	tutor	T_UW1_T_ER0
チュートリアル	tutorial	T_UW0_T_AO1_R_IY0_AH0_L
トゥッティ	tutti	T_UW1_T_IY0
ツバル	tuvalu	T_UW1_V_AA0_L_UW2
タキシード	tuxedo	T_AH2_K_S_IY1_D_OW0
トウェイン	twain	T_W_EY1_N
ツイード	tweed	T_W_IY1_D
ツィート	tweet	T_W_IY1_T
ツイート	tweet	T_W_IY1_T
ツイーター	tweeter	T_W_IY1_T_ER0
ツイーザーズ	tweezers	T_W_IY1_Z_ER0_Z
トゥエルブ	twelve	T_W_EH1_L_V
トゥエンティー	twenty	T_W_EH1_N_T_IY0
トワイライト	twilight	T_W_AY1_L_AY2_T
ツイル	twill	T_W_IH1_L
ツイン	twin	T_W_IH1_N
ツインリーキーバケット	twin|leaky|bucket	T_W_IH1_N|L_IY1_K_IY0|B_AH1_K_IH0_T
トウインクル	twinkle	T_W_IH1_NG_K_AH0_L
ツイスト	twist	T_W_IH1_S_T
ツイスター	twister	T_W_IH1_S_T_ER0
ツイッター 	twitter	T_W_IH1_T_ER0
ツー	two	T_UW1
ツービート	two|beat	T_UW1|B_IY1_T
ツーステップ	two|step	T_UW1|S_T_EH1_P
ツートーン	two|tone	T_UW1|T_OW1_N
ツートン	two|tone	T_UW1|T_OW1_N
ツーウエー	two|way	T_UW1|W_EY1
タイプ	type	T_AY1_P
タイプフェース	typeface	T_AY1_P_F_EY2_S
タイプライタ	typewriter	T_AY1_P_R_AY2_T_ER0
タイプライター	typewriter	T_AY1_P_R_AY2_T_ER0
タイフーン	typhoon	T_AY2_F_UW1_N
ティピカル	typical	T_IH1_P_AH0_K_AH0_L
タイピング	typing	T_AY1_P_IH0_NG
タイピスト	typist	T_AY1_P_IH0_S_T
タイポ	typo	T_AY1_P_OW0
タイポグラフィ	typography	T_AH0_P_AA1_G_R_AH0_F_IY0
タイポグラフィー	typography	T_AH0_P_AA1_G_R_AH0_F_IY0
タイポロジー	typology	T_AY2_P_OW1_L_AH0_G_IH2
タイラノサウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
タイラノザウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
チラノサウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
チラノザウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
ティラノサウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
ティラノザウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
ティランノサウルス	tyrannosaurus	T_IH0_R_AE0_N_AH0_S_AO1_R_AH0_S
ティラニー	tyranny	T_IH1_R_AH0_N_IY0
タイラント	tyrant	T_AY1_R_AH0_N_T
ユビキタス	ubiquitous	Y_UW0_B_IH1_K_W_IH0_T_AH0_S
ユービキタス	ubiquitous	Y_UW0_B_IH1_K_W_IH0_T_AH0_S
ユービキタスコンピューティング	ubiquitous|computing	Y_UW0_B_IH1_K_W_IH0_T_AH0_S|K_AH0_M_P_Y_UW1_T_IH0_NG
ユビキタスコンピューティング	ubiquitous|computing	Y_UW0_B_IH1_K_W_IH0_T_AH0_S|K_AH0_M_P_Y_UW1_T_IH0_NG
ウガンダ	uganda	Y_UW0_G_AE1_N_D_AA0
アグリネス	ugliness	AH1_G_L_IY0_N_AH0_S
ウクレレ	ukulele	Y_UW2_K_AH0_L_EY1_L_IY0
ウリ	uli	Y_UW1_L_IY0
アルティメット	ultimate	AH1_L_T_AH0_M_AH0_T
ウルトラ	ultra	AH1_L_T_R_AH0
ウルトラモダン	ultramodern	AH2_L_T_R_AH0_M_AA1_D_ER0_N
アンブレラ	umbrella	AH0_M_B_R_EH1_L_AH0
アンパイア	umpire	AH1_M_P_AY2_ER0
アンパイヤ	umpire	AH1_M_P_AY2_ER0
アンドゥトロワ	un|deux|trois	AH1_N|D_UW1|T_W_AA1
アンバランス	unbalance	AH0_N_B_AE1_L_AH0_N_S
アンビリーバブル	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンビリーバボー	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンビリバブル	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンビリバボー	unbelievable	AH2_N_B_AH0_L_IY1_V_AH0_B_AH0_L
アンブレイカブル	unbreakable	AH0_N_B_R_EY1_K_AH0_B_AH0_L
アンバンドル	unbundle	AH0_N_B_AH1_N_D_AH0_L
アンバンドリング	unbundling	AH0_N_B_AH1_N_D_L_IH0_NG
アンカバー	uncover	AH0_N_K_AH1_V_ER0
アンカット	uncut	AH2_N_K_AH1_T
アンダー	under	AH1_N_D_ER0
アンダースキル	under|skill	AH1_N_D_ER0|S_K_IH1_L
アンダースロー	under|throw	AH1_N_D_ER0|TH_R_OW1
アンダーコート	undercoat	AH1_N_D_ER0_K_OW2_T
