アブストラクトアート	abstract|art	AE0_B_S_T_R_AE1_K_T|AA1_R_T
スチールギター	steel|guitar	S_T_IY1_L|G_IH0_T_AA1_R
スチールネールファイル	steel|nail|file	S_T_IY1_L|N_EY1_L|F_AY1_L
スチールラジアル	steel|radial	S_T_IY1_L|R_EY1_D_IY0_AH0_L
スチールサッシ	steel|sash	S_T_IY1_L|S_AE1_SH
スチールサッシュ	steel|sash	S_T_IY1_L|S_AE1_SH
スチールウール	steel|wool	S_T_IY1_L|W_UH1_L
ステアリングコミッティー	steering|committee	S_T_IH1_R_IH0_NG|K_AH0_M_IH1_T_IY0
ステップスカルプチャ	step|sculpture	S_T_EH1_P|S_K_AH1_L_P_CH_ER0
ステップスカルプチャー	step|sculpture	S_T_EH1_P|S_K_AH1_L_P_CH_ER0
ステップターン	step|turn	S_T_EH1_P|T_ER1_N
ステップバイソン	steppe|bison	S_T_EH1_P|B_AY1_S_AH0_N
ステレオカメラ	stereo|camera	S_T_EH1_R_IY0_OW2|K_AE1_M_ER0_AH0
ステレオレコード	stereo|record	S_T_EH1_R_IY0_OW2|R_AH0_K_AO1_R_D
スターリングブロック	sterling|block	S_T_ER1_L_IH0_NG|B_L_AA1_K
スターリングエンジン	sterling|engine	S_T_ER1_L_IH0_NG|EH1_N_JH_AH0_N
スターリングシルバー	sterling|silver	S_T_ER1_L_IH0_NG|S_IH1_L_V_ER0
ステロイドホルモン	steroid|hormone	S_T_ER0_OY1_D|HH_AO1_R_M_OW2_N
スティッキービット	sticky|bit	S_T_IH1_K_IY0|B_IH1_T
スティレット	stiletto	S_T_AH0_L_EH1_T_OW0
スティルライフ	still|life	S_T_IH1_L|L_AY1_F
ストックカー	stock|car	S_T_AA1_K|K_AA1_R
ストックカーレース	stock|car|race	S_T_AA1_K|K_AA1_R|R_EY1_S
ストックコントロール	stock|control	S_T_AA1_K|K_AH0_N_T_R_OW1_L
ストックオプション	stock|option	S_T_AA1_K|AA1_P_SH_AH0_N
ストックフォト	stock|photo	S_T_AA1_K|F_OW1_T_OW2
ストックポイント	stock|point	S_T_AA1_K|P_OY1_N_T
ストーンサークル	stone|circle	S_T_OW1_N|S_ER1_K_AH0_L
ストーングラブ	stone|crab	S_T_OW1_N|K_R_AE1_B
ストーンハンティング	stone|hunting	S_T_OW1_N|HH_AH1_N_T_IH0_NG
ストーンウォッシュ	stone|wash	S_T_OW1_N|W_AA1_SH
ストーンウオッシュ	stone|wash	S_T_OW1_N|W_AA1_SH
ストーンド	stoned	S_T_OW1_N_D
ストーンウエア	stoneware	S_T_OW1_N_W_EH2_R
ストップビット	stop|bit	S_T_AA1_P|B_IH1_T
ストップバルブ	stop|valve	S_T_AA1_P|V_AE1_L_V
ストップボレー	stop|volley	S_T_AA1_P|V_AA1_L_IY0
ストレージベイ	storage|bay	S_T_AO1_R_AH0_JH|B_EY1
ストアブランド	store|brand	S_T_AO1_R|B_R_AE1_N_D
ストアコンセプト	store|concept	S_T_AO1_R|K_AA1_N_S_EH0_P_T
ストアコントローラ	store|controller	S_T_AO1_R|K_AH0_N_T_R_OW1_L_ER0
ストアドライバ	store|driver	S_T_AO1_R|D_R_AY1_V_ER0
ストアドプロシージャ	stored|procedure	S_T_AO1_R_D|P_R_AH0_S_IY1_JH_ER0
ストーリーテラー	story|teller	S_T_AO1_R_IY0|T_EH1_L_ER0
ストーブリーグ	stove|league	S_T_OW1_V|L_IY1_G
ストレートケーブル	straight|cable	S_T_R_EY1_T|K_EY1_B_AH0_L
ストレートコース	straight|course	S_T_R_EY1_T|K_AO1_R_S
ストレートフラッシュ	straight|flush	S_T_R_EY1_T|F_L_AH1_SH
ストレートニュース	straight|news	S_T_R_EY1_T|N_UW1_Z
ストレートパーマ	straight|perma	S_T_R_EY1_T|P_ER1_M_AH0
ストレートパンチ	straight|punch	S_T_R_EY1_T|P_AH1_N_CH
ストレーンゲージ	strain|gauge	S_T_R_EY1_N|G_EY1_JH
ストラップオプション	strapping|option	S_T_R_AE1_P_IH0_NG|AA1_P_SH_AH0_N
ストラテジーゲーム	strategy|game	S_T_R_AE1_T_AH0_JH_IY0|G_EY1_M
ストローハット	straw|hat	S_T_R_AO1|HH_AE1_T
ストローボート	straw|vote	S_T_R_AO1|V_OW1_T
ストレイシープ	stray|sheep	S_T_R_EY1|SH_IY1_P
ストリーマーフライ	streamer|fly	S_T_R_IY1_M_ER0|F_L_AY1
ストリーミングミュージック	streaming|music	S_T_R_IY1_M_IH0_NG|M_Y_UW1_Z_IH0_K
ストリーミングサーバー	streaming|server	S_T_R_IY1_M_IH0_NG|S_ER1_V_ER0
ストリーミングテープ	streaming|tape	S_T_R_IY1_M_IH0_NG|T_EY1_P
ストリーミングビデオ	streaming|video	S_T_R_IY1_M_IH0_NG|V_IH1_D_IY0_OW0
ストリートエンゼル	street|angel	S_T_R_IY1_T|EY1_N_JH_AH0_L
ストリートバスケットボール	street|basketball	S_T_R_IY1_T|B_AE1_S_K_AH0_T_B_AO2_L
ストリートボード	street|board	S_T_R_IY1_T|B_AO1_R_D
ストリートチルドレン	street|children	S_T_R_IY1_T|CH_IH1_L_D_R_AH0_N
ストリートダンス	street|dancing	S_T_R_IY1_T|D_AE1_N_S_IH0_NG
ストリートファーニチャー	street|furniture	S_T_R_IY1_T|F_ER1_N_IH0_CH_ER0
ストリートギャング	street|gang	S_T_R_IY1_T|G_AE1_NG
ストリートガール	street|girl	S_T_R_IY1_T|G_ER1_L
ストリートライブ	street|live	S_T_R_IY1_T|L_AY1_V
ストリートミュージシャン	street|musician	S_T_R_IY1_T|M_Y_UW0_Z_IH1_SH_AH0_N
ストリートオルガン	street|organ	S_T_R_IY1_T|AO1_R_G_AH0_N
ストリートスナップ	street|snap	S_T_R_IY1_T|S_N_AE1_P
ストリートビュー	street|view	S_T_R_IY1_T|V_Y_UW1
ストレスコントロール	stress|control	S_T_R_EH1_S|K_AH0_N_T_R_OW1_L
ストレステスト	stress|test	S_T_R_EH1_S|T_EH1_S_T
ストレッチパンツ	stretch|pants	S_T_R_EH1_CH|P_AE1_N_T_S
ストライクゾーン	strike|zone	S_T_R_AY1_K|Z_OW1_N
ストリングオーケストラ	string|orchestra	S_T_R_IH1_NG|AO1_R_K_AH0_S_T_R_AH0
ストリップガール	strip|girl	S_T_R_IH1_P|G_ER1_L
ストリップミル	strip|mill	S_T_R_IH1_P|M_IH1_L
ストリップショー	strip|show	S_T_R_IH1_P|SH_OW1
ストライプドバス	striped|bass	S_T_R_AY1_P_T|B_AE1_S
ストロークフォント	stroke|font	S_T_R_OW1_K|F_AA1_N_T
ストロークプレー	stroke|play	S_T_R_OW1_K|P_L_EY1
ストロングポイント	strong|point	S_T_R_AO1_NG|P_OY1_N_T
スチューデントアパシー	student|apathy	S_T_UW1_D_AH0_N_T|AE1_P_AH0_TH_IY0
スチューデントパワー	student|power	S_T_UW1_D_AH0_N_T|P_AW1_ER0
スタディレポート	study|report	S_T_AH1_D_IY0|R_IY0_P_AO1_R_T
スタントカー	stunt|car	S_T_AH1_N_T|K_AA1_R
スタントカイト	stunt|kite	S_T_AH1_N_T|K_AY1_T
スタントマン	stunt|man	S_T_AH1_N_T|M_AE1_N
スタイルブック	style|book	S_T_AY1_L|B_UH1_K
スタイルファイル	style|file	S_T_AY1_L|F_AY1_L
サブキャラクター	sub|character	S_AH1_B|K_AE1_R_IH0_K_T_ER0
サブノート	sub|note	S_AH1_B|N_OW1_T
サブクエスト	sub|quest	S_AH1_B|K_W_EH1_S_T
サブコンパクトカー	subcompact|car	S_AH0_B_K_AA1_M_P_AE0_K_T|K_AA1_R
サブジェクトライン	subject|line	S_AH0_B_JH_EH1_K_T|L_AY1_N
サブリミナルアド	subliminal|ad	S_AH0_B_L_IH1_M_IH0_N_AH0_L|AE1_D
サブリミナルメッセージ	subliminal|message	S_AH0_B_L_IH1_M_IH0_N_AH0_L|M_EH1_S_AH0_JH
サブリミナルテープ	subliminal|tape	S_AH0_B_L_IH1_M_IH0_N_AH0_L|T_EY1_P
サブマシンガン	submachine|gun	S_AH2_B_M_AH0_SH_IY1_N|G_AH1_N
サブマリンピッチャー	submarine|pitcher	S_AH1_B_M_ER0_IY2_N|P_IH1_CH_ER0
サクセスストーリー	success|story	S_AH0_K_S_EH1_S|S_T_AO1_R_IY0
サドンデス	sudden|death	S_AH1_D_AH0_N|D_EH1_TH
シュガーボウル	sugar|bowl	SH_UH1_G_ER0|B_OW1_L
シュガーコート	sugar|coat	SH_UH1_G_ER0|K_OW1_T
シュガークラフト	sugar|craft	SH_UH1_G_ER0|K_R_AE1_F_T
シュガーカット	sugar|cut	SH_UH1_G_ER0|K_AH1_T
スイートルーム	suite|room	S_W_IY1_T|R_UW1_M
サマリープロジェクト	summary|project	S_AH1_M_ER0_IY0|P_R_AA1_JH_EH0_K_T
サマリプロジェクト	summary|project	S_AH1_M_ER0_IY0|P_R_AA1_JH_EH0_K_T
サマーベッド	summer|bed	S_AH1_M_ER0|B_EH1_D
サマーキャンプ	summer|camp	S_AH1_M_ER0|K_AE1_M_P
サマーコート	summer|coat	S_AH1_M_ER0|K_OW1_T
サマーハウス	summer|house	S_AH1_M_ER0|HH_AW1_S
サマーリゾート	summer|resort	S_AH1_M_ER0|R_IH0_Z_AO1_R_T
サマースクール	summer|school	S_AH1_M_ER0|S_K_UW1_L
サマーストック	summer|stock	S_AH1_M_ER0|S_T_AA1_K
サマーセーター	summer|sweater	S_AH1_M_ER0|S_W_EH1_T_ER0
サマータイム	summer|time	S_AH1_M_ER0|T_AY1_M
サマーウェア	summer|wear	S_AH1_M_ER0|W_EH1_R
サマーウール	summer|wool	S_AH1_M_ER0|W_UH1_L
サンデッキ	sun|deck	S_AH1_N|D_EH1_K
サンマイクロシステムズ	sun|microsystems	S_AH1_N|M_AY1_K_R_OW2_S_IH1_S_T_AH0_M_Z
サンオイル	sun|oil	S_AH1_N|OY2_L
サンユーザグループ	sun|user|group	S_AH1_N|Y_UW1_Z_ER0|G_R_UW1_P
サンバイザー	sun|visor	S_AH1_N|V_AY1_Z_ER0
サンデードライバ	sunday|driver	S_AH1_N_D_EY2|D_R_AY1_V_ER0
サンデードライバー	sunday|driver	S_AH1_N_D_EY2|D_R_AY1_V_ER0
サンデースクール	sunday|school	S_AH1_N_D_EY2|S_K_UW1_L
サンクコスト	sunk|cost	S_AH1_NG_K|K_AA1_S_T
スンニトライアングル	sunni|triangle	S_UW1_N_IY0|T_R_AY1_AE2_NG_G_AH0_L
サニーサイドアップ	sunny|side|up	S_AH1_N_IY0|S_AY1_D|AH1_P
サンタンオイル	suntan|oil	S_AH1_N_T_AE2_N|OY1_L
スーパーアンビュランス	super|ambulance	S_UW1_P_ER0|AE1_M_B_Y_AH0_L_AH0_N_S
スーパーボール	super|ball	S_UW1_P_ER0|B_AO1_L
スーパーボウル	super|bowl	S_UW1_P_ER0|B_OW1_L
スーパーチェーン	super|chain	S_UW1_P_ER0|CH_EY1_N
スーパーコンパニオン	super|companion	S_UW1_P_ER0|K_AH0_M_P_AE1_N_Y_AH0_N
スーパークールビズ	super|cool|biz	S_UW1_P_ER0|K_UW1_L|B_IH1_Z
スーパームーン	super|moon	S_UW1_P_ER0|M_UW1_N
スーパーマウス	super|mouse	S_UW1_P_ER0|M_AW1_S
スーパーライス	super|rice	S_UW1_P_ER0|R_AY1_S
スーパーリッチ	super|rich	S_UW1_P_ER0|R_IH1_CH
スーパースコープ	super|scope	S_UW1_P_ER0|S_K_OW1_P
スーパーチューズデイ	super|tuesday	S_UW1_P_ER0|T_UW1_Z_D_IY0
スーパーユーザ	super|user	S_UW1_P_ER0|Y_UW1_Z_ER0
スーパーユーザー	super|user	S_UW1_P_ER0|Y_UW1_Z_ER0
スーパーウーファー	super|woofer	S_UW1_P_ER0|W_UH1_F_ER0
スーパーヒーロー	superhero	S_UW2_P_ER0_HH_IY1_R_OW0
サパークラブ	supper|club	S_AH1_P_ER0|K_L_AH1_B
サプライチェーン	supply|chain	S_AH0_P_L_AY1|CH_EY1_N
サプライチェーンマネージメント	supply|chain|management	S_AH0_P_L_AY1|CH_EY1_N|M_AE1_N_AH0_JH_M_AH0_N_T
サプライチェーンマネジメント	supply|chain|management	S_AH0_P_L_AY1|CH_EY1_N|M_AE1_N_AH0_JH_M_AH0_N_T
サプライサイド	supply|side	S_AH0_P_L_AY1|S_AY1_D
サポートセンター	support|centre	S_AH0_P_AO1_R_T|S_EH1_N_T_ER0
サポートグループ	support|group	S_AH0_P_AO1_R_T|G_R_UW1_P
サポートスタッフ	support|staff	S_AH0_P_AO1_R_T|S_T_AE1_F
サポートベクターマシン	support|vector|machine	S_AH0_P_AO1_R_T|V_EH1_K_T_ER0|M_AH0_SH_IY1_N
サプレッションプール	suppression|pool	S_AH0_P_R_EH1_SH_AH0_N|P_UW1_L
サーフキャスト	surf|cast	S_ER1_F|K_AE1_S_T
サーフキャスティング	surf|casting	S_ER1_F|K_AE1_S_T_IH0_NG
サーフジェット	surf|jet	S_ER1_F|JH_EH1_T
サーフミュージック	surf|music	S_ER1_F|M_Y_UW1_Z_IH0_K
サーフパンツ	surf|pants	S_ER1_F|P_AE1_N_T_S
サーフライダー	surf|rider	S_ER1_F|R_AY1_D_ER0
サーフローラー	surf|roller	S_ER1_F|R_OW1_L_ER0
サーフスキー	surf|ski	S_ER1_F|S_K_IY1
サーフィスモデル	surface|model	S_ER1_F_AH0_S|M_AA1_D_AH0_L
サーフェイスモデル	surface|model	S_ER1_F_AH0_S|M_AA1_D_AH0_L
サーフェスモデル	surface|model	S_ER1_F_AH0_S|M_AA1_D_AH0_L
サージプロテクタ	surge|protector	S_ER1_JH|P_R_AH0_T_EH1_K_T_ER0
サージタンク	surge|tank	S_ER1_JH|T_AE1_NG_K
シュールリアリズム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュールレアリスム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュールレアリズム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュルレアリスム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
シュレアリスム	surrealism	S_ER0_IY1_L_IH0_Z_AH0_M
サラウンドシステム	surround|system	S_ER0_AW1_N_D|S_IH1_S_T_AH0_M
サバイバルフーズ	survival|foods	S_ER0_V_AY1_V_AH0_L|F_UW1_D_Z
サバイバルナイフ	survival|knife	S_ER0_V_AY1_V_AH0_L|N_AY1_F
サバイバルマニュアル	survival|manual	S_ER0_V_AY1_V_AH0_L|M_AE1_N_Y_UW0_AH0_L
サバイバルウエア	survival|wear	S_ER0_V_AY1_V_AH0_L|W_EH1_R
サバイバーズギルト	survivor's|guilt	S_ER0_V_AY1_V_ER0_Z|G_IH1_L_T
サステイナブルディベロップメント	sustainable|development	S_AH0_S_T_EY1_N_AH0_B_AH0_L|D_IH0_V_EH1_L_AH0_P_M_AH0_N_T
スワンボート	swan|boat	S_W_AA1_N|B_OW1_T
スワップエリア	swap|area	S_W_AA1_P|EH1_R_IY0_AH0
スワップファイル	swap|file	S_W_AA1_P|F_AY1_L
スワップイン	swap|in	S_W_AA1_P|IH0_N
スワップミート	swap|meet	S_W_AA1_P|M_IY1_T
スワップアウト	swap|out	S_W_AA1_P|AW1_T
スワット	swat	S_W_AA1_T
スウェットパンツ	sweatpants	S_W_EH1_T_P_AE2_N_T_S
スエットパンツ	sweatpants	S_W_EH1_T_P_AE2_N_T_S
スウェットシャツ	sweatshirts	S_W_EH1_T_SH_ER2_T_S
スエットシャツ	sweatshirts	S_W_EH1_T_SH_ER2_T_S
スウェットスーツ	sweatsuit	S_W_EH1_T_S_UW2_T
スエットスーツ	sweatsuit	S_W_EH1_T_S_UW2_T
スウェーデンリレー	swedish|relay	S_W_IY1_D_AH0_N|R_IY1_L_EY2
スウェーデンターニップ	swedish|turnip	S_W_IY1_D_AH0_N|T_ER1_N_AH0_P
スイートチリソース	sweet|chili|sauce	S_W_IY1_T|CH_IH1_L_IY0|S_AO1_S
スイートコーン	sweet|corn	S_W_IY1_T|K_AO1_R_N
スウィートホーム	sweet|home	S_W_IY1_T|HH_OW1_M
スイートメロン	sweet|melon	S_W_IY1_T|M_EH1_L_AH0_N
スイートピー	sweet|pea	S_W_IY1_T|P_IY1
スイートポテト	sweet|potato	S_W_IY1_T|P_AH0_T_EY1_T_OW2
スイートスポット	sweet|spot	S_W_IY1_T|S_P_AA1_T
スイム	swim	S_W_IH1_M
スイミングクラブ	swimming|club	S_W_IH1_M_IH0_NG|K_L_AH1_B
スイミンググローブ	swimming|glove	S_W_IH1_M_IH0_NG|G_L_AH1_V
スイミングプール	swimming|pool	S_W_IH1_M_IH0_NG|P_UW1_L
スイミングスクール	swimming|school	S_W_IH1_M_IH0_NG|S_K_UW1_L
スイミングトランクス	swimming|trunks	S_W_IH1_M_IH0_NG|T_R_AH1_NG_K_S
スイングドア	swing|door	S_W_IH1_NG|D_AO1_R
スイングジャズ	swing|jazz	S_W_IH1_NG|JH_AE1_Z
スイングアウト	swing|out	S_W_IH1_NG|AW1_T
スイングプレー	swing|play	S_W_IH1_NG|P_L_EY1
スイングステート	swing|state	S_W_IH1_NG|S_T_EY1_T
スインガーパーティー	swinger|party	S_W_IH1_NG_ER0|P_AA1_R_T_IY0
スイスアーミーナイフ	swiss|army|knife	S_W_IH1_S|AA1_R_M_IY0|N_AY1_F
スイスチャード	swiss|chard	S_W_IH1_S|CH_AA1_R_D
スイステレコム	swiss|telecom	S_W_IH1_S|T_EH1_L_AH0_K_AA0_M
スイッチアーキテクチャ	switch|architecture	S_W_IH1_CH|AA1_R_K_AH0_T_EH2_K_CH_ER0
スイッチマトリクス	switch|matrix	S_W_IH1_CH|M_EY1_T_R_IH0_K_S
スイッチベンダ	switch|vendor	S_W_IH1_CH|V_EH1_N_D_ER0
スイッチングハブ	switching|hub	S_W_IH1_CH_IH0_NG|HH_AH1_B
スイッチングレギュレータ	switching|regulator	S_W_IH1_CH_IH0_NG|R_EH1_G_Y_AH0_L_EY2_T_ER0
スイッチングルータ	switching|router	S_W_IH1_CH_IH0_NG|R_UW1_T_ER0
スイッチングステージ	switching|stage	S_W_IH1_CH_IH0_NG|S_T_EY1_JH
スイッチングテーブル	switching|table	S_W_IH1_CH_IH0_NG|T_EY1_B_AH0_L
シンボルカラー	symbol|color	S_IH1_M_B_AH0_L|K_AH1_L_ER0
シンボルマップ	symbol|map	S_IH1_M_B_AH0_L|M_AE1_P
シンボルマーク	symbol|mark	S_IH1_M_B_AH0_L|M_AA1_R_K
シンボルテーブル	symbol|table	S_IH1_M_B_AH0_L|T_EY1_B_AH0_L
シンボリックリンク	symbolic|link	S_IH0_M_B_AA1_L_IH0_K|L_IH1_NG_K
サンボリスム	symbolism	S_IH1_M_B_AH0_L_IH2_Z_AH0_M
サンボリズム	symbolism	S_IH1_M_B_AH0_L_IH2_Z_AH0_M
シンフォニックジャズ	symphonic|jazz	S_IH0_M_F_AA1_N_IH0_K|JH_AE1_Z
シンフォニックポエム	symphonic|poem	S_IH0_M_F_AA1_N_IH0_K|P_OW1_AH0_M
シンフォニックロック	symphonic|rock	S_IH0_M_F_AA1_N_IH0_K|R_AA1_K
シンフォニーオーケストラ	symphony|orchestra	S_IH1_M_F_AH0_N_IY0|AO1_R_K_AH0_S_T_R_AH0
シンクロナイズドスイミング	synchronized|swimming	S_IH1_NG_K_R_AH0_N_AY2_Z_D|S_W_IH1_M_IH0_NG
シンジケートローン	syndicate|loan	S_IH1_N_D_IH0_K_EY2_T|L_OW1_N
シンタックスチェッカ	syntax|checker	S_IH1_N_T_AE2_K_S|CH_EH1_K_ER0
シンタックスエラー	syntax|error	S_IH1_N_T_AE2_K_S|EH1_R_ER0
シンセシス	synthesis	S_IH1_N_TH_AH0_S_AH0_S
シロップ	syrup	S_ER1_AH0_P
ストロープワッフル	syrup|waffle	S_ER1_AH0_P|W_AA1_F_AH0_L
システムアクティビティ	system|activity	S_IH1_S_T_AH0_M|AE0_K_T_IH1_V_IH0_T_IY0
システムアドミニストレータ	system|administrator	S_IH1_S_T_AH0_M|AH0_D_M_IH1_N_IH0_S_T_R_EY2_T_ER0
システムアナリシス	system|analysis	S_IH1_S_T_AH0_M|AE0_N_AE1_L_IH0_S_IH0_S
システムアナリスト	system|analyst	S_IH1_S_T_AH0_M|AE1_N_AH0_L_IH0_S_T
システムアプリケーションアーキテクチャ	system|application|architecture	S_IH1_S_T_AH0_M|AE2_P_L_AH0_K_EY1_SH_AH0_N|AA1_R_K_AH0_T_EH2_K_CH_ER0
システムアプローチ	system|approach	S_IH1_S_T_AH0_M|AH0_P_R_OW1_CH
システムズアプローチ	system|approach	S_IH1_S_T_AH0_M|AH0_P_R_OW1_CH
システムアーキテクチャ	system|architecture	S_IH1_S_T_AH0_M|AA1_R_K_AH0_T_EH2_K_CH_ER0
システムエリア	system|area	S_IH1_S_T_AH0_M|EH1_R_IY0_AH0
システムバイオロジー	system|biology	S_IH1_S_T_AH0_M|B_AY0_AA1_L_AH0_JH_IY0
システムボード	system|board	S_IH1_S_T_AH0_M|B_AO1_R_D
システムビルダ	system|builder	S_IH1_S_T_AH0_M|B_IH1_L_D_ER0
システムバス	system|bus	S_IH1_S_T_AH0_M|B_AH1_S
システムコール	system|call	S_IH1_S_T_AH0_M|K_AO1_L
システムカメラ	system|camera	S_IH1_S_T_AH0_M|K_AE1_M_ER0_AH0
システムチャネル	system|channel	S_IH1_S_T_AH0_M|CH_AE1_N_AH0_L
システムクロック	system|clock	S_IH1_S_T_AH0_M|K_L_AA1_K
システムコンポーネント	system|component	S_IH1_S_T_AH0_M|K_AH0_M_P_OW1_N_AH0_N_T
システムコンフィギュレーション	system|configuration	S_IH1_S_T_AH0_M|K_AH0_N_F_IH2_G_Y_ER0_EY1_SH_AH0_N
システムコンテキスト	system|context	S_IH1_S_T_AH0_M|K_AA1_N_T_EH0_K_S_T
システムコンバーター	system|converter	S_IH1_S_T_AH0_M|K_AH0_N_V_ER1_T_ER0
システムクラッシュ	system|crash	S_IH1_S_T_AH0_M|K_R_AE1_SH
システムデータ	system|data	S_IH1_S_T_AH0_M|D_EY1_T_AH0
システムダウン	system|dawn	S_IH1_S_T_AH0_M|D_AO1_N
システムデザイン	system|design	S_IH1_S_T_AH0_M|D_IH0_Z_AY1_N
システムデザイナー	system|designer	S_IH1_S_T_AH0_M|D_IH0_Z_AY1_N_ER0
システムデバイス	system|device	S_IH1_S_T_AH0_M|D_IH0_V_AY1_S
システムディスク	system|disk	S_IH1_S_T_AH0_M|D_IH1_S_K
システムドライブ	system|drive	S_IH1_S_T_AH0_M|D_R_AY1_V
システムエンジニア	system|engineer	S_IH1_S_T_AH0_M|EH1_N_JH_AH0_N_IH1_R
システムエンジニアリング	system|engineering	S_IH1_S_T_AH0_M|EH1_N_JH_AH0_N_IH1_R_IH0_NG
システムエラー	system|error	S_IH1_S_T_AH0_M|EH1_R_ER0
システムイベント	system|event	S_IH1_S_T_AH0_M|IH0_V_EH1_N_T
システムファイル	system|file	S_IH1_S_T_AH0_M|F_AY1_L
システムフローチャート	system|flow|chart	S_IH1_S_T_AH0_M|F_L_OW1|CH_AA1_R_T
システムフォルダ	system|folder	S_IH1_S_T_AH0_M|F_OW1_L_D_ER0
システムフォローアップ	system|follow-up	S_IH1_S_T_AH0_M|F_AA1_L_OW0_AH2_P
システムフォント	system|font	S_IH1_S_T_AH0_M|F_AA1_N_T
システムハッキング	system|hacking	S_IH1_S_T_AH0_M|HH_AE1_K_IH0_NG
システムハウス	system|house	S_IH1_S_T_AH0_M|HH_AW1_S
システムインテグレーション	system|integration	S_IH1_S_T_AH0_M|IH2_N_T_AH0_G_R_EY1_SH_AH0_N
システムインテグレータ	system|integrator	S_IH1_S_T_AH0_M|IH1_N_T_AH0_G_R_EY2_T_ER0
システムインテグレーター	system|integrator	S_IH1_S_T_AH0_M|IH1_N_T_AH0_G_R_EY2_T_ER0
システムキッチン	system|kitchen	S_IH1_S_T_AH0_M|K_IH1_CH_AH0_N
システムラベル	system|label	S_IH1_S_T_AH0_M|L_EY1_B_AH0_L
システムライブラリ	system|library	S_IH1_S_T_AH0_M|L_AY1_B_R_EH0_R_IY2
システムライフサイクル	system|life|cycle	S_IH1_S_T_AH0_M|L_AY1_F|S_AY1_K_AH0_L
システムメンテナンス	system|maintenance	S_IH1_S_T_AH0_M|M_EY1_N_T_AH0_N_AH0_N_S
システムメモリ	system|memory	S_IH1_S_T_AH0_M|M_EH1_M_ER0_IY0
システムメニュー	system|menu	S_IH1_S_T_AH0_M|M_EH1_N_Y_UW0
システムネットワーク	system|network	S_IH1_S_T_AH0_M|N_EH1_T_W_ER2_K
システムネットワークアーキテクチャ	system|network|architecture	S_IH1_S_T_AH0_M|N_EH1_T_W_ER2_K|AA1_R_K_AH0_T_EH2_K_CH_ER0
システムパラメータ	system|parameter	S_IH1_S_T_AH0_M|P_ER0_AE1_M_AH0_T_ER0
システムパラメーター	system|parameter	S_IH1_S_T_AH0_M|P_ER0_AE1_M_AH0_T_ER0
システムパラメタ	system|parameter	S_IH1_S_T_AH0_M|P_ER0_AE1_M_AH0_T_ER0
システムパラメター	system|parameter	S_IH1_S_T_AH0_M|P_ER0_AE1_M_AH0_T_ER0
システムプランナー	system|planner	S_IH1_S_T_AH0_M|P_L_AE1_N_ER0
システムプロセス	system|process	S_IH1_S_T_AH0_M|P_R_AA1_S_EH2_S
システムプログラム	system|program	S_IH1_S_T_AH0_M|P_R_OW1_G_R_AE2_M
システムプログラマ	system|programmer	S_IH1_S_T_AH0_M|P_R_OW1_G_R_AE2_M_ER0
システムプロンプト	system|prompt	S_IH1_S_T_AH0_M|P_R_AA1_M_P_T
システムリソース	system|resource	S_IH1_S_T_AH0_M|R_IY1_S_AO0_R_S
システムソフトウェア	system|software	S_IH1_S_T_AH0_M|S_AO1_F_T_W_EH2_R
システムソフトウエア	system|software	S_IH1_S_T_AH0_M|S_AO1_F_T_W_EH2_R
システムテレビジョン	system|television	S_IH1_S_T_AH0_M|T_EH1_L_AH0_V_IH2_ZH_AH0_N
システムトレード	system|trade	S_IH1_S_T_AH0_M|T_R_EY1_D
システムトレイ	system|tray	S_IH1_S_T_AH0_M|T_R_EY1
システミックリスク	systemic|risk	S_IH0_S_T_EH1_M_IH0_K|R_IH1_S_K
システムズネットワークアーキテクチャ	systems|network|architecture	S_IH1_S_T_AH0_M_Z|N_EH1_T_W_ER2_K|AA1_R_K_AH0_T_EH2_K_CH_ER0
シストリックアレイ	systolic|array	S_IH0_S_T_AO1_L_IH0_K|ER0_EY1
タブブラウザ	tab|browser	T_AE1_B|B_R_AW1_Z_ER0
タブブラウザー	tab|browser	T_AE1_B|B_R_AW1_Z_ER0
タブコード	tab|code	T_AE1_B|K_OW1_D
タブカラー	tab|collar	T_AE1_B|K_AA1_L_ER0
タブキー	tab|key	T_AE1_B|K_IY1
タブストップ	tab|stop	T_AE1_B|S_T_AA1_P
テーブルチャージ	table|charge	T_EY1_B_AH0_L|CH_AA1_R_JH
テーブルカバー	table|cover	T_EY1_B_AH0_L|K_AH1_V_ER0
テーブルフットボール	table|football	T_EY1_B_AH0_L|F_UH1_T_B_AO2_L
テーブルゲーム	table|game	T_EY1_B_AH0_L|G_EY1_M
テーブルリネン	table|linen	T_EY1_B_AH0_L|L_IH1_N_AH0_N
