ア=ー=カ=イ=バ=ル=ファ=イ=ル	AA0=R=K_A=Y1=V_AH0=L=F_A=Y1=L
ゲ=ー=ム=ソ=フ=ト	G_E=Y1=M=S_AO1=F=T
ゲ=ー=ム=ハ=ー=ド	G_E=Y1=M=HH_AA1=R=D
ゲ=ー=ム=バ=ラ=ン=ス	G_E=Y1=M=B_AE1=L_AH0=N=S
ゲ=ー=ム=ブッ=ク	G_E=Y1=M=B_UH1=K
ゲ=イ=パ=レ=ー=ド	P=R_A=Y1=D=P_E=R0=E=Y1=D
ゲ=イ=ボ=ー=イ	G_E=Y1=M=B_O=Y1
ゲ=イ=ム=セ=ン=タ=ー	G_E=Y1=M=S_EH1=N=T_E=R0
ゲ=ス=ト=ボ=ー=カ=ル	G_EH1=S=T=V_O=W1=K_AH0=L_IH0=S=T
ゲ=ス=ト=ヴォ=ー=カ=ル	G_EH1=S=T=V_O=W1=K_AH0=L_IH0=S=T
ゲッ=ト=ア=ウ=ト	G_EH1=T=A=W1=T
コ=ー=ジェ=ネ=レ=ー=ショ=ン=シ=ス=テ=ム	K_O=W1=JH_EH1=N_E=R0=E=Y1=SH_AH0=N=S_IH1=S=T_AH0=M
コ=ー=ス=ア=ウ=ト	K_AO1=R=S=A=W1=T
コ=ー=ス=タ=ー=ブ=レ=ー=キ	K_O=W1=S=T_E=R0=B=R_E=Y1=K
コ=ー=ス=ラ=イ=ン	K_AO1=R=S=L_A=Y1=N
コ=ー=テ=ー=ショ=ン=マ=ー=ク	K=W_O=W0=T_E=Y1=SH_AH0=N=M_AA1=R=K=S
コ=ー=ト=ハ=ン=ガ=ー	K_O=W1=T=HH_AE1=N=G_E=R0
コ=ー=ド=セッ=ト	K_O=W1=D=S_EH1=T
コ=ー=ド=ネ=ー=ム	K_O=W1=D=N_E=Y1=M
コ=ー=ナ=ー=キュ=ー=ブ	K_AO1=R=N_E=R0=K=Y_U=W1=B
コ=ー=ナ=ー=ポ=ス=ト	K_AO1=R=N_E=R0=P_O=W1=S=T
コ=ー=ナ=ー=ワ=ー=ク	K_AO1=R=N_E=R0=W_E=R1=K
コ=ー=ヒ=ー=ゼ=リ=ー	K_AA1=F_I=Y0=JH_EH1=L_I=Y0
コ=ー=ヒ=ー=タ=イ=ム	K_AA1=F_I=Y0=T_A=Y1=M
コ=ー=ヒ=ー=フ=レッ=シュ	K_AA1=F_I=Y0=F=R_EH1=SH
コ=ー=ヒ=ー=ミ=ル	K_AA1=F_I=Y0=M_IH1=L
コ=ー=ポ=レ=ー=ト=カ=ラ=ー	K_AO1=R=P_E=R0=AH0=T=K_AH1=L_E=R0
コ=ー=ラ=ス=ガ=ー=ル	K_AO1=R_AH0=S=G_E=R1=L
コ=ー=ラ=ン	K_AO0=R_AA1=N
コ=ー=ル=ド=ス=リ=ー=プ	K_O=W1=L=D=S=L_I=Y1=P
コ=ー=ル=ド=ミ=ー=ト	K_O=W1=L=D=M_I=Y1=T
コ=ー=ル=バッ=ク	K_AO1=L=B_AE1=K
コ=ー=ル=ミ=ー=ト	K_O=W1=L=D=M_I=Y1=T
コ=ー=レ=ー=グ=ー=ス	CH_IH1=L_I=Y0=P_EH1=P_E=R0
コ=ー=レ=ー=グ=ス	CH_IH1=L_I=Y0=P_EH1=P_E=R0
コ=ー=ン=ス=ネ=ー=ク	K_AO1=R=N=S=N_E=Y1=K
コ=ー=ン=フ=レ=ー=ク	K_AO1=R=N=F=L_E=Y1=K=S
コ=ー=ン=フ=レ=ー=ク=ス	K_AO1=R=N=F=L_E=Y1=K=S
コ=ー=ン=ミ=ー=ル	K_AO1=R=N=M_I=Y2=L
コ=イ=ン=ト=ス	K_O=Y1=N=T_AO1=S
コ=イ=ン=ラ=ン=ド=リ=ー	K_O=Y1=N=L_AO1=N=D=R_I=Y0
コ=カ=コ=ー=ラ	K_O=W2=K_AH0=K_O=W1=L_AA0
コ=コ=ア=バ=タ=ー	K_O=W1=K_O=W0=B_AH1=T_E=R0
コ=コ=ナッ=ツ=ジュ=ー=ス	K_O=W1=K_AH0=N_AH2=T=JH_U=W1=S
コ=コ=ナ=ツ=ジュ=ー=ス	K_O=W1=K_AH0=N_AH2=T=JH_U=W1=S
コ=コ=ム	K_O=W1=K_AA1=M
コ=ジェ=ネ=レ=ー=ショ=ン=シ=ス=テ=ム	K_O=W1=JH_EH1=N_E=R0=E=Y1=SH_AH0=N=S_IH1=S=T_AH0=M
コ=ス=チュ=ー=ム=プ=レ=ー	K_AA0=S=T_U=W1=M=P=L_E=Y1
コ=ス=ト=カッ=ト	K_AA1=S=T=K_AH1=T
コ=ス=ト=パ=ー=フォ=ー=マ=ン=ス	K_AA1=S=T=P_E=R0=F_AO1=R=M_AH0=N=S
コ=ス=ト=パ=フォ=ー=マ=ン=ス	K_AA1=S=T=P_E=R0=F_AO1=R=M_AH0=N=S
コ=ズ=ミッ=ク=ボ=ー=リ=ン=グ	K_AA1=Z=M_IH0=K=B_O=W1=L_IH0=N=G
コ=ブ=ラ=ツ=イ=ス=ト	K_O=W1=B=R_AH0=T=W_IH1=S=T
コ=ホ=ン	K_AA1=F
コ=ボ=ル	K_O=W1=B_AO0=L
コ=マ=ン=ド=ラ=イ=ン=イ=ン=タ=ー=フェ=イ=ス	K_AH0=M_AE1=N=D=L_A=Y1=N=IH1=N=T_E=R0=F_E=Y2=S
コ=マ=ン=ド=ラ=イ=ン=イ=ン=タ=フェ=ー=ス	K_AH0=M_AE1=N=D=L_A=Y1=N=IH1=N=T_E=R0=F_E=Y2=S
コ=ミ	K_O=W1=M_I=Y0
コ=ミッ=ク=バ=ン=ド	K_AA1=M_AH0=D_I=Y0=B_AE1=N=D
コ=ミッ=ク=マ=ー=ケッ=ト	K_AA1=M_IH0=K=M_AA1=R=K_AH0=T
コ=ミュ=ニ=ティ=ー=カ=レッ=ジ	K_AH0=M=Y_U=W1=N_AH0=T_I=Y0=K_AA1=L_IH0=JH
コ=ミュ=ニ=ティ=ー=セ=ン=タ=ー	K_AH0=M=Y_U=W1=N_AH0=T_I=Y0=S_EH1=N=T_E=R0
コ=ミュ=ニ=ティ=セ=ン=タ=ー	K_AH0=M=Y_U=W1=N_AH0=T_I=Y0=S_EH1=N=T_E=R0
コ=ミ=ン=テ=ル=ン	K_AO1=M_I=Y0=N=T_E=R2=N
コ=モ=ン=ア=ク=セ=ス=メ=ソッ=ド	K_AA1=M_AH0=N=AE1=K=S_EH2=S=M_EH1=TH_AH0=D
コ=モ=ン=ロ=ー	K_AA1=M_AH0=N=L_AO1
コ=ラ=ー=ン	K_AO0=R_AA1=N
コ=ル=ク=ボ=ー=ド	K_AO1=R=K=B_AO1=R=D
コ=ル=ド=ン=ブ=ル=ー	K_AO1=R=D_AH0=N=B=L_U=W1
コ=ロ=ス	K_AO1=R_AH0=S
コ=ン=ク=リ=ー=ト=パ=ネ=ル	K_AH0=N=K=R_I=Y1=T=P_AE1=N_AH0=L
コ=ン=グ=レ=ス=ブ=ー=ツ	K_AA1=N=G=G=R_AH0=S=B_U=W1=T=S
コ=ン=ゲ=ー=ム	K_AA1=N=G_E=Y1=M
コ=ン=シュ=ー=マ=ー=ズ=リ=サ=ー=チ	K_AH0=N=S_U=W1=M_E=R0=Z=R_I=Y0=S_E=R1=CH
コ=ン=セ=プ=ト=ア=ド	K_AA1=N=S_EH0=P=T=AE1=D
コ=ン=セ=ル=バ=ト=ア=ー=ル	K_AH0=N=S_E=R1=V_AH0=T_AO0=R_I=Y0
コ=ン=セ=ル=バ=ト=ワ=ー=ル	K_AH0=N=S_E=R1=V_AH0=T_AO0=R_I=Y0
コ=ン=セ=ル=ヴァ=ト=ワ=ー=ル	K_AH0=N=S_E=R1=V_AH0=T_AO0=R_I=Y0
コ=ン=テ=ナ=タ=ー=ミ=ナ=ル	K_AH0=N=T_E=Y1=N_E=R0=T_E=R1=M_IH0=N_AH0=L
コ=ン=テ=ン=ツ=デ=リ=バ=リ=ー=ネッ=ト=ワ=ー=ク	K_AA1=N=T_EH0=N=T=D_IH0=L_IH1=V_E=R0=I=Y0=N_EH1=T=W_E=R2=K
コ=ン=テ=ン=ツ=デ=リ=バ=リ=ネッ=ト=ワ=ー=ク	K_AA1=N=T_EH0=N=T=D_IH0=L_IH1=V_E=R0=I=Y0=N_EH1=T=W_E=R2=K
コ=ン=デ=ン=サ=ー=レ=ン=ズ	K_AH0=N=D_EH1=N=S_E=R0=L_EH1=N=Z
コ=ン=ト=ロ=ー=ル=セ=ン=タ=ー	K_AH0=N=T=R_O=W1=L=S_EH1=N=T_E=R0
コ=ン=ト=ロ=ー=ル=プ=ロ=グ=ラ=ム	K_AH0=N=T=R_O=W1=L=P=R_O=W1=G=R_AE2=M
コ=ン=ト=ロ=ー=ル=ボ=ー=ル	K_AH0=N=T=R_O=W1=L=B_AO1=L
コ=ン=ト=ロ=ー=ル=ラ=イ=ン	K_AH0=N=T=R_O=W1=L=L_A=Y1=N
コ=ン=バッ=ト=レ=ー=ショ=ン	K_AA1=M=B_AE0=T=R_AE1=SH_AH0=N
コ=ン=パ=ク=ト=ディ=ス=ク	K_AA1=M=P_AE0=K=T=D_IH1=S=K
コ=ン=パ=ス	K_AH1=M=P_AH0=S
コ=ン=パ=ニ=オ=ン=ア=ニ=マ=ル	K_AH0=M=P_AE1=N=Y_AH0=N=AE1=N_AH0=M_AH0=L
コ=ン=パ=ル=ソ=リ=ー=フィ=ギュ=ア	K_AH0=M=P_AH1=L=S_E=R0=I=Y0=F_IH1=G=Y_E=R0
コ=ン=ピュ=ー=タ=ー=ゲ=ー=ム	K_AH0=M=P=Y_U=W1=T_E=R0=G_E=Y1=M
コ=ン=ピュ=ー=タ=グ=ラ=フィ=ク=ス=イ=ン=タ=フェ=ー=ス	K_AH0=M=P=Y_U=W1=T_E=R0=G=R_AE1=F_IH0=K=S=IH1=N=T_E=R0=F_E=Y2=S
コ=ン=ピュ=ー=タ=ゲ=ー=ム	K_AH0=M=P=Y_U=W1=T_E=R0=G_E=Y1=M
コ=ン=フィ=グ	K_AH0=N=F_IH1=G=Y_E=R0
コ=ン=ベ=ン=ショ=ン=セ=ン=タ=ー	K_AH0=N=V_EH1=N=SH_AH0=N=S_EH1=N=T_E=R0
コ=ン=ポ=ー=ネ=ン=ト=ト=ラ=ン=ザ=ク=ショ=ン=モ=ニ=タ=ー	K_AH0=M=P_O=W1=N_AH0=N=T=T=R_AE0=N=Z_AE1=K=SH_AH0=N=M_AA1=N_AH0=T_E=R0
ゴ=ー=ル=デ=ン=ゴ=ー=ル	G_O=W1=L=D_AH0=N=G_O=W1=L
ゴ=ー=ル=デ=ン=ハ=ム=ス=タ=ー	G_O=W1=L=D_AH0=N=HH_AE1=M=S=T_E=R0
ゴ=ー=ル=ド=ディ=ス=ク	G_O=W1=L=D=D_IH1=S=K
ゴ=ン=ド=ラ=リ=フ=ト	G_AA1=N=D_AH0=L_AH0=L_IH1=F=T
サ=ー=ク=ル	S_E=R1=K_AH0=L
サ=ー=ク=ル=レ=ン=ズ	S_E=R1=K_AH0=L=L_EH1=N=Z
サ=ー=ビ=ス=ア=ク=セ=ス=ポ=イ=ン=ト	S_E=R1=V_AH0=S=AE1=K=S_EH2=S=P_O=Y1=N=T
サ=ー=ビ=ス=エ=リ=ア	S_E=R1=V_AH0=S=EH1=R_I=Y0=AH0
サ=ー=ビ=ス=カッ=ト	S_E=R1=V_AH0=S=K_AH1=T
サ=ー=ビ=ス=ガ=ー=ル	S_E=R1=V_AH0=S=G_E=R1=L
サ=ー=ビ=ス=ス=テ=ー=ショ=ン	S_E=R1=V_AH0=S=S=T_E=Y1=SH_AH0=N
サ=ー=ビ=ス=ス=テ=イ=ショ=ン	S_E=R1=V_AH0=S=S=T_E=Y1=SH_AH0=N
サ=ー=ビ=ス=セ=ン=タ=ー	S_E=R1=V_AH0=S=S_EH1=N=T_E=R0
サ=ー=ビ=ス=プ=レ=ー=ト	S_E=R1=V_AH0=S=P=L_E=Y1=T
サ=ー=ビ=ス=プ=ロ=グ=ラ=ム	S_E=R1=V_AH0=S=P=R_O=W1=G=R_AE2=M
サ=ー=ビ=ス=ル=ー=チ=ン	S_E=R1=V_AH0=S=R_U=W0=T_I=Y1=N
サ=ー=モ=イ=ン=ナ=ー	TH_E=R1=M_O=W0=IH1=N_E=R0
サ=イ=ア=ミ=ン	TH_A=Y1=AH0=M_AH0=N
サ=イ=エ=ン=ス=フィ=ク=ショ=ン	S_A=Y1=AH0=N=S=F_IH1=K=SH_AH0=N
サ=イ=ク=ル=ウェ=ア	S_A=Y1=K_AH0=L=W_EH1=R
サ=イ=ク=ル=コ=ン=ピュ=ー=タ=ー	S_A=Y1=K_AH0=L=K_AH0=M=P=Y_U=W1=T_E=R0
サ=イ=ク=ル=サッ=カ=ー	S_A=Y1=K_AH0=L=S_AA1=K_E=R0
サ=イ=ド=ア=ウ=ト	S_A=Y1=D=A=W1=T
サ=イ=ド=ウォ=ー=ク	S_A=Y1=D=W_AO1=K
サ=イ=ド=キッ=ク	S_A=Y1=D=K_IH1=K
サ=イ=ド=ス=ロ=ー	S_A=Y1=D=TH=R_O=W1
サ=イ=ド=テ=ー=ブ=ル	S_A=Y1=D=T_E=Y1=B_AH0=L
サ=イ=ド=ビ=ジ=ネ=ス	S_A=Y1=D=B_IH1=Z=N_AH0=S
サ=イ=ド=ブ=レ=ー=キ	S_A=Y1=D=B=R_E=Y1=K
サ=イ=ド=メ=ニュ=ー	S_A=Y1=D=M_EH1=N=Y_U=W0
サ=イ=ド=ワ=ー=ク	S_A=Y1=D=W_E=R1=K
サ=イ=バ=ー=カ=フェ	S_A=Y1=B_E=R0=K_AH0=F_E=Y1
サ=イ=バ=ー=セ=キュ=リ=ティ	S_A=Y1=B_E=R0=S_IH0=K=Y_UH1=R_AH0=T_I=Y0
サ=イ=バ=ー=セ=キュ=リ=ティ=ー	S_A=Y1=B_E=R0=S_IH0=K=Y_UH1=R_AH0=T_I=Y0
サ=ウ=ン=ド=ノ=ベ=ル	S_A=W1=N=D=N_AA1=V_AH0=L
サ=ウ=ン=ド=ボ=ディ=ー	S_A=W1=N=D=B_AA1=K=S
サ=ウ=ン=ド=ロ=ゴ	S_A=W1=N=D=L_O=W1=G_O=W0
サッ=カ=ー=ボ=ー=ル	S_AA1=K_E=R0=B_AO1=L
サ=ド=ン=デ=ス	S_AH1=D_AH0=N=D_EH1=TH
サ=ナ=ア	S_AH0=N_AA1
サ=ニ=タ=リ=ー=ショ=ー=ツ	S_AE1=N_IH0=T_EH2=R_I=Y0=SH_AO1=R=T=S
サ=ヌ=ア	S_AH0=N_AA1
サ=バ=イ=バ=ー=ズ=ギ=ル=ト	S_E=R0=V_A=Y1=V_E=R0=Z=G_IH1=L=T
サ=ファ=リ=レ=ー=ス	S_AH0=F_AA1=R_I=Y0=R_E=Y1=S
サ=ブ=ク=エ=ス=ト	S_AH1=B=K=W_EH1=S=T
サ=ブ=ノ=ー=ト	S_AH1=B=N_O=W1=T
サ=ポ=ー=ト=ベ=ク=タ=ー=マ=シ=ン	S_AH0=P_AO1=R=T=V_EH1=K=T_E=R0=M_AH0=SH_I=Y1=N
サ=マ=ー=タ=イ=ム	S_AH1=M_E=R0=T_A=Y1=M
サ=マ=ー=ベッ=ド	S_AH1=M_E=R0=B_EH1=D
サ=ラ=ー=リ=ー=マ=ン	S_AE1=L_E=R0=I=Y0=W_E=R1=K_E=R0
サ=ラ=ー=リ=マ=ン	S_AE1=L_E=R0=I=Y0=W_E=R1=K_E=R1
サ=ラ=リ=ー=マ=ン	S_AE1=L_E=R0=I=Y0=W_E=R1=K_E=R0
サ=ラ=リ=マ=ン	S_AE1=L_E=R0=I=Y0=W_E=R1=K_E=R1
サ=ラ=ン=ラッ=プ	S_E=R0=AE1=N=R_AE1=P
サ=ロ=ン=エ=プ=ロ=ン	S_E=R0=AO1=N=G=E=Y1=P=R_AH0=N
サ=ン=ク=ト=ラ=ウ=レ=ン=ト	S_E=Y1=N=T=L_AO1=R_AH0=N=T
サ=ン=タ=マ=リ=ア	S_AE1=N=T_AH0=M_E=R0=I=Y1=AH0
サ=ン=ド=イッ=チ=ケ=ー=キ	S_AE1=N=D=W_IH0=CH=K_E=Y1=K
サ=ン=ド=タ=イ=ガ=ー=シャ=ー=ク	S_AE1=N=D=T_A=Y1=G_E=R0=SH_AA1=R=K
サ=ン=ド=バ=ギ=ー	S_AE1=N=D=B_AH1=G_I=Y0
サ=ン=プ=ル=リ=タ=ー=ン	S_AE1=M=P_AH0=L=R_IH0=T_E=R1=N
サ=ン=ユ=ー=ザ=グ=ル=ー=プ	S_AH1=N=Y_U=W1=Z_E=R0=G=R_U=W1=P
サ=ン=ロ=ー=ラ=ン	S_E=Y1=N=T=L_AO1=R_AH0=N=T
ザ=ー=メ=ン	S_I=Y1=M_AH0=N
シ=ー=ク=レッ=ト=ウィ=ン=ド=ウ	S_IH0=K=R_I=Y1=T=W_IH1=N=D_O=W0
シ=ー=ソ=ー=ゲ=ー=ム	S_I=Y1=S_AO2=G_E=Y1=M
シ=ー=ト=パ=イ=ル	SH_I=Y1=T=P_A=Y1=L
シ=ー=ト=ベ=ル=ト	S_I=Y1=T=B_EH1=L=T
シ=ー=ド=ル	S_A=Y1=D_E=R0
シ=ー=ビ=ー=ム	S_I=Y1=B_I=Y1=M
シ=ー=プ=ラ=ス=プ=ラ=ス	S_I=Y1=P=L_AH1=S=P=L_AH1=S
シ=ー=プ=ラ=プ=ラ	S_I=Y1=P=L_AH1=S=P=L_AH1=S
シ=ー=モ=ス	S_I=Y1=M_O=W0=S
シ=ー=ル=セッ=ト	S_I=Y1=L=S_EH1=T
シ=ー=ル=テ=ー=プ	S_I=Y1=L=T_E=Y1=P
シェ=ー=ズ=ロ=ン=グ	SH_E=Y1=Z=L_A=W1=N=JH
シェ=ー=ビ=ン=グ=フォ=ー=ム	SH_E=Y1=V_IH0=N=G=F_O=W1=M
シェ=パ=ー=ド=チェッ=ク	SH_EH1=P_E=R0=D=Z=CH_EH1=K
シェ=フ=コ=ー=ト	SH_EH1=F=K_O=W1=T
シ=ガ=ー=ラ=イ=タ	S_IH0=G_AA1=R=L_A=Y1=T_E=R0
シ=ガ=ー=ラ=イ=タ=ー	S_IH0=G_AA1=R=L_A=Y1=T_E=R0
シ=ク=ロ=ス=ポ=リ=ン	S_IH0=K=L_AO1=S=P_E=R0=I=Y2=N
シ=ス	S_IH1=S
シ=ス=タ=ー=コ=ン=プ=レッ=ク=ス	S_IH1=S=T_E=R0=K_AA1=M=P=L_EH0=K=S
シ=ス=テ=ム=ア=プ=リ=ケ=ー=ショ=ン=ア=ー=キ=テ=ク=チャ	S_IH1=S=T_AH0=M=AE2=P=L_AH0=K_E=Y1=SH_AH0=N=AA1=R=K_AH0=T_EH2=K=CH_E=R0
シ=ス=テ=ム=イ=ン=テ=グ=レ=ー=ショ=ン	S_IH1=S=T_AH0=M=IH2=N=T_AH0=G=R_E=Y1=SH_AH0=N
シ=ス=テ=ム=キッ=チ=ン	S_IH1=S=T_AH0=M=K_IH1=CH_AH0=N
シ=ス=テ=ム=コ=ン=ポ=ー=ネ=ン=ト	S_IH1=S=T_AH0=M=K_AH0=M=P_O=W1=N_AH0=N=T
シ=ス=テ=ム=ズ=ネッ=ト=ワ=ー=ク=ア=ー=キ=テ=ク=チャ	S_IH1=S=T_AH0=M=Z=N_EH1=T=W_E=R2=K=AA1=R=K_AH0=T_EH2=K=CH_E=R0
シ=ス=テ=ム=ネッ=ト=ワ=ー=ク=ア=ー=キ=テ=ク=チャ	S_IH1=S=T_AH0=M=Z=N_EH1=T=W_E=R2=K=AA1=R=K_AH0=T_EH2=K=CH_E=R0
シ=ス=テ=ム=バ=ス	S_IH1=S=T_AH0=M=B_AH1=S
シ=ス=テ=ム=フォ=ロ=ー=アッ=プ	S_IH1=S=T_AH0=M=F_AA1=L_O=W0=AH2=P
シ=ス=テ=ム=プ=ロ=グ=ラ=ム	S_IH1=S=T_AH0=M=P=R_O=W1=G=R_AE2=M
シッ=ク=ス=ク=ー=ル	S_IH1=K=S=K_U=W1=L
シッ=ク=ス=ナ=イ=ン	S_IH1=K=S=N_A=Y1=N=Z
シッ=ク=ハ=ウ=ス	S_IH1=K=HH_A=W1=S
シ=ティ=ー=ガ=ー=ル	S_IH1=T_I=Y0=G_E=R1=L
シ=ティ=ー=ポッ=プ	S_IH1=T_I=Y0=P_AA1=P
シ=ティ=ポッ=プ	S_IH1=T_I=Y0=P_AA1=P
シ=ナ=バ=ー	S_IH1=N_AH0=B_AA2=R
シ=ナ=モ=ン=ロ=ー=ル	S_IH1=N_AH0=M_AH0=N=R_O=W1=L
シ=ビッ=ク=セ=ン=タ=ー	S_IH1=V_IH0=K=S_EH1=N=T_E=R0
シ=フォ=ン=ケ=ー=キ	SH_IH0=F_AA1=N=K_E=Y1=K
シ=フ=ト=ア=ウ=ト	SH_IH1=F=T=A=W1=T
シ=フ=ト=イ=ン	SH_IH1=F=T=IH0=N
シャッ=ト=ア=ウ=ト	SH_AH1=T_A=W2=T
シャッ=ト=ル	SH_AH1=T_AH0=L
シャ=ツ=ブ=ラ=ウ=ス	SH_E=R1=T=B=L_A=W1=S
シャ=ト=ー	SH_AE0=T_O=W1
シャ=ト=ル	SH_AH1=T_AH0=L
シャ=ヒ=ー=ド	SH_AH0=HH_I=Y1=D
シャ=ビ=ー	SH_AE1=B_I=Y0
シャ=リ=ー=ア	SH_AA1=R_I=Y0=AH0
シャ=ン=パ=ン=グ=ラ=ス	SH_AE0=M=P_E=Y1=N=G=L_AE1=S
シャ=ン=パ=ン=タ=ワ=ー	SH_AE0=M=P_E=Y1=N=T_A=W1=E=R0
シュ=ー=ク=ル=ー=ト	S_A=W1=E=R0=K=R_A=W2=T
シュ=ー=ズ=ラッ=ク	SH_U=W1=R_AE1=K
シュ=ガ=ー=ク=ラ=フ=ト	SH_UH1=G_E=R0=K=R_AE1=F=T
シュ=レッ=ド=チ=ー=ズ	SH=R_EH1=D_IH0=D=CH_I=Y1=Z
ショ=ー=ウィ=ン=ド=ー	SH_O=W1=W_IH1=N=D_O=W0
ショ=ー=ウィ=ン=ド=ウ	SH_O=W1=W_IH1=N=D_O=W1
ショ=ー=ウ=イ=ン=ド=ー	SH_O=W1=W_IH1=N=D_O=W2
ショ=ー=ウ=イ=ン=ド=ウ	SH_O=W1=W_IH1=N=D
ショ=ー=ガ=ー=ル	SH_O=W1=W_IH1=N=D
ショ=ー=ト=カッ=ト	SH_AO1=R=T=K_AH2=T
ショ=ー=ト=ショ=ー=ト	SH_AO1=R=T=SH_AO1=R=T
ショ=ー=ト=ス=テ=イ	SH_AO1=R=T=S=T_E=Y1
ショ=ー=ト=ス=リ=ー=パ=ー	SH_AO1=R=T=S=L_I=Y1=P_E=R0
ショ=ー=ト=ダ=ン=ス	SH_AO1=R=T=D_AE1=N=S
ショ=ー=ト=パ=ン=ツ	SH_AO1=R=T=P_AE1=N=T=S
ショ=ー=ト=メ=ー=ル	SH_AO1=R=T=M_E=Y1=L
ショッ=ト=ブ=ラ=ス=ト	SH_AO1=R=T=B=L_AE1=S=T
ショッ=ピ=ン=グ=ア=テ=ン=ダ=ン=ト	SH_AA1=P=AH0=T_EH1=N=D_AH0=N=T
ショッ=ピ=ン=グ=セ=ン=タ=ー	SH_AA1=P_IH0=N=G=S_EH1=N=T_E=R0
ショッ=プ=イ=ン=ショッ=プ	SH_AA1=P=IH0=N=SH_AA1=P
ショ=プ=イ=ン=ショッ=ッ=プ	SH_AA1=P=IH0=N=SH_AA1=P
シ=リ=ア=ル=プ=リ=ン=タ	S_IH1=R_I=Y2=AH0=L=P=R_IH1=N=T_E=R0
シ=リ=ア=ル=プ=リ=ン=タ=ー	S_IH1=R_I=Y2=AH0=L=P=R_IH1=N=T_E=R0
シ=リ=ア=ル=ラ=イ=ン=イ=ン=タ=ー=ネッ=ト=プ=ロ=ト=コ=ル	S_IH1=R_I=Y2=AH0=L=L_A=Y1=N=IH1=N=T_E=R0=N_EH2=T=P=R_O=W1=T_AH0=K_AA2=L
シ=ル=エッ=ト=パ=ズ=ル	S_IH2=L_AH0=W_EH1=T=P_AH1=Z_AH0=L
シ=ル=ク=ハッ=ト	S_IH1=L=K=HH_AE1=T
シ=ル=バ=ー=ク=ラ=ウ=ン	S_IH1=L=V_E=R0=K=R_A=W1=N
シ=ル=バ=ー=グ=レ=ー	S_IH1=L=V_E=R0=G=R_E=Y1
シ=ル=バ=ー=グ=レ=イ	S_IH1=L=V_E=R0=G=R_E=Y1
シ=ル=バ=ー=シャ=ー=ク	S_IH1=L=V_E=R0=SH_AA1=R=K
シ=ル=バ=ー=ス=キャッ=ト	S_IH1=L=V_E=R0=S=K_AE1=T
シ=ン=ク=ロ=ナ=イ=ズ=ド=ス=イ=ミ=ン=グ	S_IH1=N=G=K=R_AH0=N_A=Y2=Z=D=S=W_IH1=M_IH0=N=G
シ=ン=グ=ル=キャッ=チ	S_IH1=N=G=G_AH0=L=K_AE1=CH
シ=ン=グ=ル=クォ=ー=テ=ー=ショ=ン	S_IH1=N=G=G_AH0=L=K=W_O=W0=T_E=Y1=SH_AH0=N
シ=ン=グ=ル=ヒッ=ト	S_IH1=N=G=G_AH0=L=HH_IH1=T
シ=ン=グ=ル=モ=ル=ト=ウ=イ=ス=キ=ー	S_IH1=N=G=G_AH0=L=M_AO1=L=T=W_IH1=S=K_I=Y0
シ=ン=セ=シ=ス	S_IH1=N=TH_AH0=S_AH0=S
シ=ン=プ=ル=イ=ズ=ベ=ス=ト	S_IH1=M=P_AH0=L=IH1=Z=B_EH1=S=T
シ=ン=ボ=ル=カ=ラ=ー	S_IH1=M=B_AH0=L=K_AH1=L_E=R0
シ=ン=ボ=ル=マ=ー=ク	S_IH1=M=B_AH0=L=M_AA1=R=K
ジ=ー=ン=エ=ン=ジ=ニ=ア=リ=ン=グ	JH_I=Y1=N=EH1=N=JH_AH0=N_IH1=R_IH0=N=G
ジ=ー=ン=ズ=ジャ=ン=パ=ー	JH_I=Y1=N=JH_AE1=K_AH0=T
ジ=ー=ン=ズ=パ=ン=ツ	JH_I=Y1=N=Z=P_AE1=N=T=S
ジェッ=ト=コ=ー=ス=タ=ー	JH_EH1=T=K_O=W1=S=T_E=R0
ジェッ=ト=バ=ス	JH_EH1=T=B_AE1=TH
ジェ=リ=ー=ビ=ー=ン=ズ	JH_EH1=L_I=Y0=B_I=Y1=N=Z
ジ=グ	JH_IH1=G
ジッ=プ=コ=ー=ド	Z_IH1=P=K_O=W1=D
ジッ=プ=ラ=イ=ン	Z_IH1=P=L_A=Y1=N
ジャ=ー=ナ=ル=ク=ラ=ブ	JH_E=R1=N_AH0=L=K=L_AH1=B
ジャ=ガ=タ=ラ	JH_AH0=K_AA1=R=T_AH0
ジャ=ケッ=ト=タ=イ=プ	JH_AE1=K_AH0=T=T_A=Y1=P
ジャ=ス=ト=サ=イ=ズ	JH_AH1=S=T=S_A=Y1=Z
ジャッ=キ=アッ=プ	JH_AE1=K=AH1=P
ジャ=パ=ン=レ=ー=ル=パ=ス	JH_AH0=P_AE1=N=R_E=Y1=L=P_AE1=S
ジャ=ン=グ=ル=ジ=ム	JH_AH1=N=G=G_AH0=L=JH_IH1=M
ジャ=ン=バ=ー=ス=カ=ー=ト	JH_AH1=M=P_E=R0=S=K_E=R1=T
ジャ=ン=パ=ー=ス=カ=ー=ト	JH_AH1=M=P_E=R0=S=K_E=R1=T
ジャ=ン=パ=オ=プ=ショ=ン	JH_AH1=M=P_E=R0=AA1=P=SH_AH0=N
ジュ=ニ=ア=ブ=ラ	JH_U=W1=N=Y_E=R0=B=R_AA1
ジョ=イ=フ=ル=ト=レ=ー=ン	JH_O=Y1=F_AH0=L=T=R_E=Y1=N
